2005,Hamburger SV,VfL Wolfsburg,0,1
2005,1. FC Kaiserslautern,Borussia Dortmund,3,3
2005,Werder Bremen,1. FC Nürnberg,6,2
2005,VfB Stuttgart,Borussia Mönchengladbach,1,1
2005,1. FSV Mainz 05,Bayer Leverkusen,3,1
2005,Arminia Bielefeld,Hertha BSC,3,0
2005,1. FC Köln,Hannover 96,1,4
2005,MSV Duisburg,Eintracht Frankfurt,0,1
2005,Borussia Mönchengladbach,1. FC Kaiserslautern,4,1
2005,Hertha BSC,1. FSV Mainz 05,3,1
2005,VfL Wolfsburg,FC Schalke 04,0,0
2005,1. FC Nürnberg,Arminia Bielefeld,2,3
2005,FC Bayern München,MSV Duisburg,4,0
2005,Eintracht Frankfurt,1. FC Köln,6,3
2005,Hannover 96,Werder Bremen,0,0
2005,Bayer Leverkusen,VfB Stuttgart,1,1
2005,Borussia Dortmund,Hamburger SV,1,1
2005,1. FC Köln,FC Bayern München,1,2
2005,MSV Duisburg,VfL Wolfsburg,1,0
2005,Borussia Dortmund,Borussia Mönchengladbach,2,1
2005,Hamburger SV,FC Schalke 04,1,0
2005,1. FC Kaiserslautern,Bayer Leverkusen,2,2
2005,Werder Bremen,Eintracht Frankfurt,4,1
2005,VfB Stuttgart,Hertha BSC,3,3
2005,1. FSV Mainz 05,1. FC Nürnberg,4,1
2005,Arminia Bielefeld,Hannover 96,4,1
2005,Bayer Leverkusen,Borussia Dortmund,2,1
2005,FC Schalke 04,MSV Duisburg,3,0
2005,Hertha BSC,1. FC Kaiserslautern,3,0
2005,VfL Wolfsburg,1. FC Köln,1,1
2005,FC Bayern München,Werder Bremen,3,1
2005,Eintracht Frankfurt,Arminia Bielefeld,3,0
2005,Hannover 96,1. FSV Mainz 05,2,2
2005,Borussia Mönchengladbach,Hamburger SV,0,0
2005,1. FC Nürnberg,VfB Stuttgart,0,1
2005,1. FC Köln,FC Schalke 04,2,2
2005,Borussia Mönchengladbach,Bayer Leverkusen,1,1
2005,Borussia Dortmund,Hertha BSC,2,0
2005,1. FC Kaiserslautern,1. FC Nürnberg,1,3
2005,Werder Bremen,VfL Wolfsburg,6,1
2005,1. FSV Mainz 05,Eintracht Frankfurt,2,2
2005,Arminia Bielefeld,FC Bayern München,1,2
2005,Hamburger SV,MSV Duisburg,2,0
2005,VfB Stuttgart,Hannover 96,2,2
2005,Bayer Leverkusen,Hamburger SV,0,1
2005,FC Schalke 04,Werder Bremen,2,1
2005,VfL Wolfsburg,Arminia Bielefeld,0,0
2005,1. FC Nürnberg,Borussia Dortmund,1,2
2005,FC Bayern München,1. FSV Mainz 05,2,1
2005,Hannover 96,1. FC Kaiserslautern,5,1
2005,Hertha BSC,Borussia Mönchengladbach,2,2
2005,Eintracht Frankfurt,VfB Stuttgart,1,1
2005,Borussia Mönchengladbach,1. FC Nürnberg,0,1
2005,Borussia Dortmund,Hannover 96,0,2
2005,Hamburger SV,1. FC Köln,3,1
2005,Werder Bremen,MSV Duisburg,2,0
2005,VfB Stuttgart,FC Bayern München,0,0
2005,Arminia Bielefeld,FC Schalke 04,0,1
2005,Bayer Leverkusen,Hertha BSC,1,2
2005,1. FSV Mainz 05,VfL Wolfsburg,5,1
2005,MSV Duisburg,1. FC Köln,1,1
2005,MSV Duisburg,Arminia Bielefeld,1,1
2005,FC Schalke 04,1. FSV Mainz 05,1,0
2005,Hamburger SV,Hertha BSC,2,1
2005,VfL Wolfsburg,VfB Stuttgart,0,1
2005,1. FC Nürnberg,Bayer Leverkusen,1,1
2005,Eintracht Frankfurt,Borussia Dortmund,2,0
2005,Hannover 96,Borussia Mönchengladbach,1,1
2005,1. FC Köln,Werder Bremen,1,4
2005,FC Bayern München,1. FC Kaiserslautern,2,1
2005,1. FC Kaiserslautern,Eintracht Frankfurt,1,2
2005,Bayer Leverkusen,Hannover 96,0,0
2005,Borussia Mönchengladbach,Eintracht Frankfurt,4,3
2005,Borussia Dortmund,FC Bayern München,1,2
2005,1. FC Kaiserslautern,VfL Wolfsburg,3,2
2005,VfB Stuttgart,FC Schalke 04,2,0
2005,1. FSV Mainz 05,MSV Duisburg,1,1
2005,Arminia Bielefeld,1. FC Köln,3,2
2005,Hertha BSC,1. FC Nürnberg,1,1
2005,Werder Bremen,Hamburger SV,1,1
2005,Borussia Mönchengladbach,FC Bayern München,1,3
2005,1. FSV Mainz 05,1. FC Köln,4,2
2005,VfB Stuttgart,MSV Duisburg,0,1
2005,1. FC Nürnberg,Hamburger SV,2,1
2005,Borussia Dortmund,VfL Wolfsburg,3,2
2005,Bayer Leverkusen,Eintracht Frankfurt,2,1
2005,Hertha BSC,Hannover 96,1,1
2005,1. FC Kaiserslautern,FC Schalke 04,0,2
2005,Arminia Bielefeld,Werder Bremen,0,1
2005,FC Bayern München,Bayer Leverkusen,1,0
2005,FC Schalke 04,Borussia Dortmund,0,0
2005,Eintracht Frankfurt,Hertha BSC,1,1
2005,MSV Duisburg,1. FC Kaiserslautern,2,2
2005,1. FC Köln,VfB Stuttgart,0,0
2005,Werder Bremen,1. FSV Mainz 05,4,2
2005,Hamburger SV,Arminia Bielefeld,2,1
2005,VfL Wolfsburg,Borussia Mönchengladbach,2,0
2005,Hannover 96,1. FC Nürnberg,1,1
2005,1. FC Kaiserslautern,1. FC Köln,2,2
2005,Borussia Dortmund,MSV Duisburg,2,0
2005,Hertha BSC,FC Bayern München,0,0
2005,1. FSV Mainz 05,Arminia Bielefeld,1,1
2005,Borussia Mönchengladbach,FC Schalke 04,0,0
2005,Hannover 96,Hamburger SV,2,1
2005,Bayer Leverkusen,VfL Wolfsburg,4,0
2005,VfB Stuttgart,Werder Bremen,0,0
2005,1. FC Nürnberg,Eintracht Frankfurt,0,1
2005,FC Schalke 04,Bayer Leverkusen,7,4
2005,MSV Duisburg,Borussia Mönchengladbach,1,1
2005,VfL Wolfsburg,Hertha BSC,1,1
2005,Werder Bremen,1. FC Kaiserslautern,0,2
2005,Arminia Bielefeld,VfB Stuttgart,2,1
2005,Hamburger SV,1. FSV Mainz 05,1,0
2005,Eintracht Frankfurt,Hannover 96,0,1
2005,1. FC Köln,Borussia Dortmund,0,0
2005,FC Bayern München,1. FC Nürnberg,2,1
2005,Borussia Mönchengladbach,1. FC Köln,2,0
2005,Bayer Leverkusen,MSV Duisburg,3,2
2005,Hertha BSC,FC Schalke 04,1,2
2005,1. FC Nürnberg,VfL Wolfsburg,1,0
2005,Borussia Dortmund,Werder Bremen,0,1
2005,Hannover 96,FC Bayern München,1,1
2005,1. FC Kaiserslautern,Arminia Bielefeld,2,0
2005,Eintracht Frankfurt,Hamburger SV,1,2
2005,VfB Stuttgart,1. FSV Mainz 05,2,1
2005,1. FC Köln,Bayer Leverkusen,0,3
2005,Werder Bremen,Borussia Mönchengladbach,2,0
2005,Arminia Bielefeld,Borussia Dortmund,1,0
2005,1. FSV Mainz 05,1. FC Kaiserslautern,0,2
2005,FC Schalke 04,1. FC Nürnberg,2,0
2005,FC Bayern München,Eintracht Frankfurt,5,2
2005,VfL Wolfsburg,Hannover 96,2,1
2005,MSV Duisburg,Hertha BSC,2,1
2005,Hamburger SV,VfB Stuttgart,0,2
2005,Hertha BSC,1. FC Köln,2,4
2005,1. FC Nürnberg,MSV Duisburg,3,0
2005,Hannover 96,FC Schalke 04,1,2
2005,FC Bayern München,Hamburger SV,1,2
2005,Bayer Leverkusen,Werder Bremen,1,1
2005,Borussia Dortmund,1. FSV Mainz 05,1,1
2005,Eintracht Frankfurt,VfL Wolfsburg,1,1
2005,Borussia Mönchengladbach,Arminia Bielefeld,2,0
2005,1. FC Kaiserslautern,VfB Stuttgart,1,1
2005,Arminia Bielefeld,Bayer Leverkusen,1,0
2005,1. FSV Mainz 05,Borussia Mönchengladbach,3,0
2005,VfB Stuttgart,Borussia Dortmund,0,0
2005,Werder Bremen,Hertha BSC,0,3
2005,1. FC Köln,1. FC Nürnberg,3,4
2005,VfL Wolfsburg,FC Bayern München,0,0
2005,MSV Duisburg,Hannover 96,0,0
2005,FC Schalke 04,Eintracht Frankfurt,2,0
2005,Hamburger SV,1. FC Kaiserslautern,3,0
2005,Hannover 96,1. FC Köln,1,0
2005,Eintracht Frankfurt,MSV Duisburg,5,2
2005,VfL Wolfsburg,Hamburger SV,0,1
2005,Borussia Dortmund,1. FC Kaiserslautern,2,1
2005,1. FC Nürnberg,Werder Bremen,3,1
2005,Borussia Mönchengladbach,VfB Stuttgart,1,1
2005,Bayer Leverkusen,1. FSV Mainz 05,1,2
2005,FC Bayern München,FC Schalke 04,3,0
2005,Hertha BSC,Arminia Bielefeld,1,0
2005,VfB Stuttgart,Bayer Leverkusen,0,2
2005,Hamburger SV,Borussia Dortmund,2,4
2005,1. FSV Mainz 05,Hertha BSC,2,2
2005,FC Schalke 04,VfL Wolfsburg,2,2
2005,MSV Duisburg,FC Bayern München,1,3
2005,1. FC Köln,Eintracht Frankfurt,1,1
2005,Werder Bremen,Hannover 96,5,0
2005,1. FC Kaiserslautern,Borussia Mönchengladbach,3,0
2005,Arminia Bielefeld,1. FC Nürnberg,0,0
2005,FC Bayern München,1. FC Köln,2,2
2005,VfL Wolfsburg,MSV Duisburg,1,1
2005,Borussia Mönchengladbach,Borussia Dortmund,2,1
2005,Bayer Leverkusen,1. FC Kaiserslautern,5,1
2005,Eintracht Frankfurt,Werder Bremen,0,1
2005,Hertha BSC,VfB Stuttgart,2,0
2005,1. FC Nürnberg,1. FSV Mainz 05,3,0
2005,FC Schalke 04,Hamburger SV,0,2
2005,Hannover 96,Arminia Bielefeld,0,1
2005,Borussia Dortmund,Bayer Leverkusen,1,2
2005,1. FC Kaiserslautern,Hertha BSC,0,2
2005,1. FC Köln,VfL Wolfsburg,3,0
2005,VfB Stuttgart,1. FC Nürnberg,1,0
2005,Werder Bremen,FC Bayern München,3,0
2005,Arminia Bielefeld,Eintracht Frankfurt,1,0
2005,1. FSV Mainz 05,Hannover 96,0,0
2005,Hamburger SV,Borussia Mönchengladbach,2,0
2005,MSV Duisburg,FC Schalke 04,1,1
2005,FC Schalke 04,1. FC Köln,1,1
2005,Bayer Leverkusen,Borussia Mönchengladbach,2,1
2005,Hertha BSC,Borussia Dortmund,0,0
2005,MSV Duisburg,Hamburger SV,0,2
2005,VfL Wolfsburg,Werder Bremen,1,1
2005,Eintracht Frankfurt,1. FSV Mainz 05,0,0
2005,FC Bayern München,Arminia Bielefeld,2,0
2005,1. FC Nürnberg,1. FC Kaiserslautern,3,2
2005,Hannover 96,VfB Stuttgart,3,3
2005,Hamburger SV,Bayer Leverkusen,0,2
2005,1. FC Köln,MSV Duisburg,3,1
2005,Borussia Mönchengladbach,Hertha BSC,2,2
2005,Arminia Bielefeld,VfL Wolfsburg,0,1
2005,Borussia Dortmund,1. FC Nürnberg,2,1
2005,VfB Stuttgart,Eintracht Frankfurt,0,2
2005,1. FC Kaiserslautern,Hannover 96,1,0
2005,Werder Bremen,FC Schalke 04,0,0
2005,1. FSV Mainz 05,FC Bayern München,2,2
2005,Hertha BSC,Bayer Leverkusen,1,5
2005,1. FC Nürnberg,Borussia Mönchengladbach,5,2
2005,Hannover 96,Borussia Dortmund,1,2
2005,1. FC Köln,Hamburger SV,0,1
2005,Eintracht Frankfurt,1. FC Kaiserslautern,2,2
2005,MSV Duisburg,Werder Bremen,3,5
2005,FC Bayern München,VfB Stuttgart,3,1
2005,VfL Wolfsburg,1. FSV Mainz 05,0,3
2005,FC Schalke 04,Arminia Bielefeld,3,1
2005,Werder Bremen,1. FC Köln,6,0
2005,Arminia Bielefeld,MSV Duisburg,0,2
2005,1. FSV Mainz 05,FC Schalke 04,1,0
2005,Hertha BSC,Hamburger SV,4,2
2005,VfB Stuttgart,VfL Wolfsburg,2,1
2005,Bayer Leverkusen,1. FC Nürnberg,2,2
2005,1. FC Kaiserslautern,FC Bayern München,1,1
2005,Borussia Dortmund,Eintracht Frankfurt,1,1
2005,Borussia Mönchengladbach,Hannover 96,2,2
2005,Hannover 96,Bayer Leverkusen,2,2
2005,Eintracht Frankfurt,Borussia Mönchengladbach,0,2
2005,FC Bayern München,Borussia Dortmund,3,3
2005,1. FC Nürnberg,Hertha BSC,2,1
2005,VfL Wolfsburg,1. FC Kaiserslautern,2,2
2005,Hamburger SV,Werder Bremen,1,2
2005,FC Schalke 04,VfB Stuttgart,3,2
2005,MSV Duisburg,1. FSV Mainz 05,0,0
2005,1. FC Köln,Arminia Bielefeld,4,2
2006,FC Bayern München,Borussia Dortmund,2,0
2006,Hamburger SV,Arminia Bielefeld,1,1
2006,Bayer Leverkusen,Alemannia Aachen,3,0
2006,VfB Stuttgart,1. FC Nürnberg,0,3
2006,FC Schalke 04,Eintracht Frankfurt,1,1
2006,Borussia Mönchengladbach,FC Energie Cottbus,2,0
2006,1. FSV Mainz 05,VfL Bochum,2,1
2006,VfL Wolfsburg,Hertha BSC,0,0
2006,Hannover 96,Werder Bremen,2,4
2006,1. FC Nürnberg,Borussia Mönchengladbach,1,0
2006,Werder Bremen,Bayer Leverkusen,2,1
2006,Borussia Dortmund,1. FSV Mainz 05,1,1
2006,Hertha BSC,Hannover 96,4,0
2006,Eintracht Frankfurt,VfL Wolfsburg,0,0
2006,FC Energie Cottbus,Hamburger SV,2,2
2006,Alemannia Aachen,FC Schalke 04,0,1
2006,VfL Bochum,FC Bayern München,1,2
2006,Arminia Bielefeld,VfB Stuttgart,2,3
2006,FC Schalke 04,Werder Bremen,2,0
2006,VfL Bochum,FC Energie Cottbus,0,1
2006,Bayer Leverkusen,VfL Wolfsburg,1,1
2006,VfB Stuttgart,Borussia Dortmund,1,3
2006,FC Bayern München,1. FC Nürnberg,0,0
2006,Borussia Mönchengladbach,Arminia Bielefeld,1,0
2006,Hannover 96,Alemannia Aachen,0,3
2006,Hamburger SV,Hertha BSC,1,1
2006,1. FSV Mainz 05,Eintracht Frankfurt,1,1
2006,VfL Wolfsburg,Hannover 96,1,2
2006,Werder Bremen,VfB Stuttgart,2,3
2006,Borussia Dortmund,Hamburger SV,1,0
2006,1. FC Nürnberg,VfL Bochum,1,1
2006,Arminia Bielefeld,FC Bayern München,2,1
2006,Alemannia Aachen,Borussia Mönchengladbach,4,2
2006,FC Energie Cottbus,1. FSV Mainz 05,2,0
2006,Hertha BSC,FC Schalke 04,2,0
2006,Eintracht Frankfurt,Bayer Leverkusen,3,1
2006,Borussia Mönchengladbach,Borussia Dortmund,1,0
2006,FC Bayern München,Alemannia Aachen,2,1
2006,Hamburger SV,Werder Bremen,1,1
2006,FC Schalke 04,VfL Wolfsburg,2,0
2006,VfB Stuttgart,Eintracht Frankfurt,1,1
2006,1. FSV Mainz 05,Hertha BSC,1,1
2006,Hannover 96,Bayer Leverkusen,1,1
2006,VfL Bochum,Arminia Bielefeld,2,1
2006,FC Energie Cottbus,1. FC Nürnberg,1,1
2006,Borussia Dortmund,Hannover 96,2,2
2006,Werder Bremen,Borussia Mönchengladbach,3,0
2006,1. FC Nürnberg,1. FSV Mainz 05,1,1
2006,Arminia Bielefeld,FC Energie Cottbus,3,1
2006,Eintracht Frankfurt,Hamburger SV,2,2
2006,VfL Wolfsburg,FC Bayern München,1,0
2006,Alemannia Aachen,VfL Bochum,2,1
2006,Bayer Leverkusen,FC Schalke 04,3,1
2006,Hertha BSC,VfB Stuttgart,2,2
2006,1. FSV Mainz 05,Alemannia Aachen,1,3
2006,FC Bayern München,Hertha BSC,4,2
2006,Hamburger SV,FC Schalke 04,1,2
2006,VfB Stuttgart,Bayer Leverkusen,3,0
2006,Borussia Mönchengladbach,VfL Wolfsburg,3,1
2006,Hannover 96,Eintracht Frankfurt,1,1
2006,VfL Bochum,Werder Bremen,0,6
2006,1. FC Nürnberg,Arminia Bielefeld,1,1
2006,FC Energie Cottbus,Borussia Dortmund,2,3
2006,Borussia Dortmund,VfL Bochum,1,1
2006,FC Schalke 04,Hannover 96,2,1
2006,Werder Bremen,FC Bayern München,3,1
2006,Arminia Bielefeld,1. FSV Mainz 05,1,0
2006,VfL Wolfsburg,VfB Stuttgart,1,1
2006,Hertha BSC,Borussia Mönchengladbach,2,1
2006,Alemannia Aachen,FC Energie Cottbus,1,2
2006,Bayer Leverkusen,Hamburger SV,1,2
2006,Eintracht Frankfurt,1. FC Nürnberg,2,2
2006,1. FSV Mainz 05,Werder Bremen,1,6
2006,FC Bayern München,Eintracht Frankfurt,2,0
2006,Hamburger SV,Hannover 96,0,0
2006,1. FC Nürnberg,Borussia Dortmund,1,1
2006,Borussia Mönchengladbach,Bayer Leverkusen,0,2
2006,VfL Bochum,VfL Wolfsburg,0,1
2006,FC Energie Cottbus,Hertha BSC,2,0
2006,VfB Stuttgart,FC Schalke 04,3,0
2006,Arminia Bielefeld,Alemannia Aachen,5,1
2006,Hannover 96,VfL Bochum,0,2
2006,Werder Bremen,FC Energie Cottbus,1,1
2006,Hertha BSC,1. FC Nürnberg,2,1
2006,Borussia Dortmund,Arminia Bielefeld,1,1
2006,VfL Wolfsburg,Hamburger SV,1,0
2006,Alemannia Aachen,VfB Stuttgart,2,4
2006,Bayer Leverkusen,1. FSV Mainz 05,1,1
2006,FC Schalke 04,FC Bayern München,2,2
2006,Eintracht Frankfurt,Borussia Mönchengladbach,1,0
2006,VfB Stuttgart,Hamburger SV,2,0
2006,Borussia Dortmund,Alemannia Aachen,0,0
2006,1. FSV Mainz 05,VfL Wolfsburg,1,2
2006,1. FC Nürnberg,Werder Bremen,1,2
2006,VfL Bochum,Bayer Leverkusen,1,3
2006,Arminia Bielefeld,Hertha BSC,2,2
2006,FC Bayern München,Hannover 96,0,1
2006,Borussia Mönchengladbach,FC Schalke 04,0,2
2006,FC Energie Cottbus,Eintracht Frankfurt,0,1
2006,Werder Bremen,Borussia Dortmund,1,3
2006,FC Schalke 04,1. FSV Mainz 05,4,0
2006,Bayer Leverkusen,FC Bayern München,2,3
2006,Hamburger SV,Borussia Mönchengladbach,1,1
2006,VfL Wolfsburg,FC Energie Cottbus,0,0
2006,Hertha BSC,VfL Bochum,3,3
2006,Eintracht Frankfurt,Arminia Bielefeld,0,3
2006,Hannover 96,VfB Stuttgart,1,2
2006,Alemannia Aachen,1. FC Nürnberg,1,1
2006,VfL Bochum,Eintracht Frankfurt,4,3
2006,FC Bayern München,VfB Stuttgart,2,1
2006,Borussia Dortmund,Hertha BSC,1,2
2006,1. FC Nürnberg,Bayer Leverkusen,3,2
2006,1. FSV Mainz 05,Hamburger SV,0,0
2006,Alemannia Aachen,Werder Bremen,2,2
2006,FC Energie Cottbus,FC Schalke 04,2,4
2006,Borussia Mönchengladbach,Hannover 96,0,1
2006,Arminia Bielefeld,VfL Wolfsburg,0,0
2006,FC Schalke 04,VfL Bochum,2,1
2006,Werder Bremen,Arminia Bielefeld,3,0
2006,Hamburger SV,FC Bayern München,1,2
2006,Hertha BSC,Alemannia Aachen,2,1
2006,Hannover 96,1. FSV Mainz 05,1,0
2006,Eintracht Frankfurt,Borussia Dortmund,1,1
2006,VfL Wolfsburg,1. FC Nürnberg,1,1
2006,Bayer Leverkusen,FC Energie Cottbus,3,1
2006,VfB Stuttgart,Borussia Mönchengladbach,1,0
2006,1. FSV Mainz 05,VfB Stuttgart,0,0
2006,Werder Bremen,Hertha BSC,3,1
2006,VfL Bochum,Hamburger SV,2,1
2006,Arminia Bielefeld,Bayer Leverkusen,0,0
2006,FC Bayern München,Borussia Mönchengladbach,1,1
2006,Borussia Dortmund,VfL Wolfsburg,1,0
2006,FC Energie Cottbus,Hannover 96,0,1
2006,1. FC Nürnberg,FC Schalke 04,0,0
2006,Alemannia Aachen,Eintracht Frankfurt,2,3
2006,Bayer Leverkusen,Hertha BSC,2,1
2006,FC Bayern München,FC Energie Cottbus,2,1
2006,Hamburger SV,1. FC Nürnberg,0,0
2006,VfB Stuttgart,VfL Bochum,1,0
2006,Borussia Mönchengladbach,1. FSV Mainz 05,1,1
2006,Hannover 96,Arminia Bielefeld,1,1
2006,Eintracht Frankfurt,Werder Bremen,2,6
2006,FC Schalke 04,Borussia Dortmund,3,1
2006,VfL Wolfsburg,Alemannia Aachen,1,2
2006,VfL Bochum,Borussia Mönchengladbach,2,0
2006,Arminia Bielefeld,FC Schalke 04,0,1
2006,Hertha BSC,Eintracht Frankfurt,1,0
2006,1. FSV Mainz 05,FC Bayern München,0,4
2006,FC Energie Cottbus,VfB Stuttgart,0,0
2006,1. FC Nürnberg,Hannover 96,3,1
2006,Alemannia Aachen,Hamburger SV,3,3
2006,Werder Bremen,VfL Wolfsburg,2,1
2006,Borussia Dortmund,Bayer Leverkusen,1,2
2006,Borussia Dortmund,FC Bayern München,3,2
2006,Arminia Bielefeld,Hamburger SV,1,1
2006,1. FC Nürnberg,VfB Stuttgart,4,1
2006,Eintracht Frankfurt,FC Schalke 04,1,3
2006,FC Energie Cottbus,Borussia Mönchengladbach,3,1
2006,VfL Bochum,1. FSV Mainz 05,0,1
2006,Hertha BSC,VfL Wolfsburg,2,1
2006,Alemannia Aachen,Bayer Leverkusen,2,3
2006,Werder Bremen,Hannover 96,3,0
2006,FC Bayern München,VfL Bochum,0,0
2006,VfB Stuttgart,Arminia Bielefeld,3,2
2006,VfL Wolfsburg,Eintracht Frankfurt,2,2
2006,Borussia Mönchengladbach,1. FC Nürnberg,0,0
2006,Bayer Leverkusen,Werder Bremen,0,2
2006,1. FSV Mainz 05,Borussia Dortmund,1,0
2006,Hannover 96,Hertha BSC,5,0
2006,Hamburger SV,FC Energie Cottbus,1,1
2006,FC Schalke 04,Alemannia Aachen,2,1
2006,1. FC Nürnberg,FC Bayern München,3,0
2006,FC Energie Cottbus,VfL Bochum,0,0
2006,VfL Wolfsburg,Bayer Leverkusen,3,2
2006,Hertha BSC,Hamburger SV,2,1
2006,Arminia Bielefeld,Borussia Mönchengladbach,0,2
2006,Eintracht Frankfurt,1. FSV Mainz 05,0,0
2006,Alemannia Aachen,Hannover 96,1,4
2006,Werder Bremen,FC Schalke 04,0,2
2006,Borussia Dortmund,VfB Stuttgart,0,1
2006,Hannover 96,VfL Wolfsburg,2,2
2006,VfB Stuttgart,Werder Bremen,4,1
2006,FC Schalke 04,Hertha BSC,2,0
2006,Hamburger SV,Borussia Dortmund,3,0
2006,Bayer Leverkusen,Eintracht Frankfurt,2,2
2006,Borussia Mönchengladbach,Alemannia Aachen,0,0
2006,1. FSV Mainz 05,FC Energie Cottbus,4,1
2006,VfL Bochum,1. FC Nürnberg,0,2
2006,FC Bayern München,Arminia Bielefeld,1,0
2006,Eintracht Frankfurt,VfB Stuttgart,0,4
2006,Alemannia Aachen,FC Bayern München,1,0
2006,Werder Bremen,Hamburger SV,0,2
2006,VfL Wolfsburg,FC Schalke 04,2,2
2006,Borussia Dortmund,Borussia Mönchengladbach,1,0
2006,Hertha BSC,1. FSV Mainz 05,1,2
2006,Bayer Leverkusen,Hannover 96,0,1
2006,Arminia Bielefeld,VfL Bochum,1,3
2006,1. FC Nürnberg,FC Energie Cottbus,1,0
2006,VfB Stuttgart,Hertha BSC,0,0
2006,Hannover 96,Borussia Dortmund,4,2
2006,1. FSV Mainz 05,1. FC Nürnberg,2,1
2006,FC Energie Cottbus,Arminia Bielefeld,2,1
2006,Hamburger SV,Eintracht Frankfurt,3,1
2006,FC Bayern München,VfL Wolfsburg,2,1
2006,VfL Bochum,Alemannia Aachen,2,2
2006,Borussia Mönchengladbach,Werder Bremen,2,2
2006,FC Schalke 04,Bayer Leverkusen,0,1
2006,FC Schalke 04,Hamburger SV,0,2
2006,Hertha BSC,FC Bayern München,2,3
2006,Arminia Bielefeld,1. FC Nürnberg,3,2
2006,Bayer Leverkusen,VfB Stuttgart,3,1
2006,VfL Wolfsburg,Borussia Mönchengladbach,1,0
2006,Eintracht Frankfurt,Hannover 96,2,0
2006,Werder Bremen,VfL Bochum,3,0
2006,Alemannia Aachen,1. FSV Mainz 05,2,1
