Away_Manager_Name,Away_Team_Country,Away_Team_Gender,Away_Team_Name,Away_Team_Score,Competition_Country,Competition_Name,Competition_Stage,Home_Manager_Name,Home_Team_Country,Home_Team_Gender,Home_Team_Name,Home_Team_Score,Referee_Country,Referee_Name,Season_Name,Stadium_Name
Jesse Marsch,Canada,male,Canada,1,South America,Copa America,Group Stage,Jorge Daniel Fossati Lurachi,Peru,male,Peru,0,Guatemala,Mario Alberto Escobar Toca,2024,Children''s Mercy Park
Lionel Sebastián Scaloni,Argentina,male,Argentina,1,South America,Copa America,Group Stage,Ricardo Alberto Gareca Nardi,Chile,male,Chile,0,Uruguay,Andrés Matonte,2024,MetLife Stadium
Gustavo Julio Alfaro,Costa Rica,male,Costa Rica,0,South America,Copa America,Group Stage,Dorival Silvestre Júnior,Brazil,male,Brazil,0,Mexico,César Arturo Ramos Palazuelos,2024,SoFi Stadium
Daniel Oscar Garnero,Paraguay,male,Paraguay,1,South America,Copa America,Group Stage,Néstor Gabriel Lorenzo,Colombia,male,Colombia,2,Argentina,Darío Herrera,2024,NRG Stadium
Antônio Carlos Zago,Bolivia,male,Bolivia,0,South America,Copa America,Group Stage,Gregg Berhalter,United States of America,male,United States,2,Italy,Maurizio Mariani,2024,AT&T Stadium
Fernando Ariel Batista,Venezuela (Bolivarian Republic),male,Venezuela,2,South America,Copa America,Group Stage,Félix Sánchez Bas,Ecuador,male,Ecuador,1,Colombia,Wilmar Alexander Roldán Pérez,2024,Levi''s Stadium
Heimir Hallgrímsson,Jamaica,male,Jamaica,0,South America,Copa America,Group Stage,Jaime Arturo Lozano Espín,Mexico,male,Mexico,1,United States of America,Ismail Elfath,2024,NRG Stadium
Ricardo Alberto Gareca Nardi,Chile,male,Chile,0,South America,Copa America,Group Stage,Jorge Daniel Fossati Lurachi,Peru,male,Peru,0,Brazil,Wilton Pereira Sampaio,2024,AT&T Stadium
Jesse Marsch,Canada,male,Canada,0,South America,Copa America,Group Stage,Lionel Sebastián Scaloni,Argentina,male,Argentina,2,Venezuela (Bolivarian Republic),Jesús Valenzuela Sáez,2024,Mercedes-Benz Stadium
Arie Haan,Germany,male,VfB Stuttgart,1,Europe,UEFA Europa League,Final,Ottavio Bianchi,Italy,male,Napoli,2,Greece,Gerasimos Germanakos,1988/1989,Stadio Diego Armando Maradona
,Germany,male,Bayern Munich,0,Europe,UEFA Europa League,Semi-finals,,Italy,male,Napoli,2,France,Michel Vautrot,1988/1989,Stadio Diego Armando Maradona
Dino Zoff,Italy,male,Juventus,0,Europe,UEFA Europa League,Quarter-finals,Ottavio Bianchi,Italy,male,Napoli,3,Germany,Siegfried Kirschen,1988/1989,Stadio Diego Armando Maradona
Joseph Montemurro,England,female,Arsenal WFC,0,England,FA Women's Super League,Regular Season,Nick Cushing,England,female,Manchester City WFC,2,England,Abigail Marriott,2018/2019,Academy Stadium 
Emma Hayes,England,female,Chelsea FCW,3,England,FA Women's Super League,Regular Season,Kelly Chambers,England,female,Reading WFC,2,England,Abigail Byrne,2018/2019,Adams Park 
Kelly Chambers,England,female,Reading WFC,0,England,FA Women's Super League,Regular Season,Emma Hayes,England,female,Chelsea FCW,1,England,Lucy Oliver,2018/2019,Kingsmeadow
Matt Beard,England,female,West Ham United LFC,1,England,FA Women's Super League,Regular Season,Hope Patricia Powell,England,female,Brighton & Hove Albion WFC,0,England,Kirsty Dowle,2018/2019,Broadfield Stadium
Matt Beard,England,female,West Ham United LFC,2,England,FA Women's Super League,Regular Season,Andy Spence,England,female,Everton LFC,1,England,Aaron Jackson,2018/2019,Haig Avenue
Emma Hayes,England,female,Chelsea FCW,2,England,FA Women's Super League,Regular Season,Nick Cushing,England,female,Manchester City WFC,2,England,Darren England,2018/2019,Academy Stadium 
Marc Skinner,England,female,Birmingham City WFC,0,England,FA Women's Super League,Regular Season,Nick Cushing,England,female,Manchester City WFC,1,England,Rebecca Welch,2018/2019,Academy Stadium 
Lee Burch,England,female,Yeovil Town LFC,1,England,FA Women's Super League,Regular Season,Marc Skinner,England,female,Birmingham City WFC,2,England,Jane Simms,2018/2019,"	ARMCO Arena "
Joseph Montemurro,England,female,Arsenal WFC,5,England,FA Women's Super League,Regular Season,Emma Hayes,England,female,Chelsea FCW,0,England,Sam Purkiss,2018/2019,Kingsmeadow
Lee Burch,England,female,Yeovil Town LFC,1,England,FA Women's Super League,Regular Season,Hope Patricia Powell,England,female,Brighton & Hove Albion WFC,2,England,Jacob Miles,2018/2019,Broadfield Stadium
Hope Patricia Powell,England,female,Brighton & Hove Albion WFC,0,England,FA Women's Super League,Regular Season,Emma Hayes,England,female,Chelsea FCW,2,England,Abigail Marriott,2018/2019,Kingsmeadow
Tanya Oxtoby,England,female,Bristol City WFC,0,England,FA Women's Super League,Regular Season,Emma Hayes,England,female,Chelsea FCW,6,England,Tom Bishop,2018/2019,Kingsmeadow
Hope Patricia Powell,England,female,Brighton & Hove Albion WFC,1,England,FA Women's Super League,Regular Season,Joseph Montemurro,England,female,Arsenal WFC,4,England,Rob Whitton,2018/2019,Meadow Park 
Hope Patricia Powell,England,female,Brighton & Hove Albion WFC,3,England,FA Women's Super League,Regular Season,Andy Spence,England,female,Everton LFC,3,England,Steven Copeland,2018/2019,Haig Avenue
Neil Redfearn,England,female,Liverpool WFC,0,England,FA Women's Super League,Regular Season,Joseph Montemurro,England,female,Arsenal WFC,5,England,Jason Richardson,2018/2019,Meadow Park 
Andy Spence,England,female,Everton LFC,0,England,FA Women's Super League,Regular Season,Marc Skinner,England,female,Birmingham City WFC,1,England,James Bell,2018/2019,"	ARMCO Arena "
Tanya Oxtoby,England,female,Bristol City WFC,2,England,FA Women's Super League,Regular Season,Victoria Jepson,England,female,Liverpool WFC,5,England,Lucy Oliver,2018/2019,Prenton Park
Emma Hayes,England,female,Chelsea FCW,0,England,FA Women's Super League,Regular Season,Marc Skinner,England,female,Birmingham City WFC,0,England,Amy Fearn,2018/2019,"	ARMCO Arena "
Chris Kirkland,England,female,Liverpool WFC,1,England,FA Women's Super League,Regular Season,Matt Beard,England,female,West Ham United LFC,0,England,Jack Packman,2018/2019,The Rush Green Stadium
Lee Burch,England,female,Yeovil Town LFC,0,England,FA Women's Super League,Regular Season,Kelly Chambers,England,female,Reading WFC,4,England,Helen Conley,2018/2019,Adams Park 
Tanya Oxtoby,England,female,Bristol City WFC,0,England,FA Women's Super League,Regular Season,Joseph Montemurro,England,female,Arsenal WFC,4,England,Rob Whitton,2018/2019,Meadow Park 
Nick Cushing,England,female,Manchester City WFC,6,England,FA Women's Super League,Regular Season,Hope Patricia Powell,England,female,Brighton & Hove Albion WFC,0,England,Lucy Oliver,2018/2019,Broadfield Stadium
Victoria Jepson,England,female,Liverpool WFC,0,England,FA Women's Super League,Regular Season,Emma Hayes,England,female,Chelsea FCW,1,England,Stacey Pearson,2018/2019,Kingsmeadow
Marta Tejedor,England,female,Birmingham City WFC,2,England,FA Women's Super League,Regular Season,Lee Burch,England,female,Yeovil Town LFC,0,England,Kirsty Dowle,2018/2019,Clayson Stadium
Emma Hayes,England,female,Chelsea FCW,2,England,FA Women's Super League,Regular Season,Joseph Montemurro,England,female,Arsenal WFC,1,England,Rebecca Welch,2018/2019,Meadow Park 
Marc Skinner,England,female,Birmingham City WFC,1,England,FA Women's Super League,Regular Season,Joseph Montemurro,England,female,Arsenal WFC,3,England,Rebecca Welch,2018/2019,Meadow Park 
Emma Hayes,England,female,Chelsea FCW,2,England,FA Women's Super League,Regular Season,Matt Beard,England,female,West Ham United LFC,0,England,Paul Howard,2018/2019,The Rush Green Stadium
Nick Cushing,England,female,Manchester City WFC,4,England,FA Women's Super League,Regular Season,Lee Burch,England,female,Yeovil Town LFC,0,England,Lewis Sandoe,2018/2019,Clayson Stadium
Victoria Jepson,England,female,Liverpool WFC,1,England,FA Women's Super League,Regular Season,Willie Kirk,England,female,Everton LFC,2,England,Simon Mather,2018/2019,Haig Avenue
Willie Kirk,England,female,Everton LFC,0,England,FA Women's Super League,Regular Season,Emma Hayes,England,female,Chelsea FCW,3,England,Lee Brennan,2018/2019,Kingsmeadow
Kelly Chambers,England,female,Reading WFC,1,England,FA Women's Super League,Regular Season,Nick Cushing,England,female,Manchester City WFC,1,England,David McNamara,2018/2019,Academy Stadium 
Hope Patricia Powell,England,female,Brighton & Hove Albion WFC,0,England,FA Women's Super League,Regular Season,Tanya Oxtoby,England,female,Bristol City WFC,0,England,Sarah Garratt,2018/2019,Stoke Gifford Stadium
Tanya Oxtoby,England,female,Bristol City WFC,2,England,FA Women's Super League,Regular Season,Lee Burch,England,female,Yeovil Town LFC,1,England,Scott Jackson,2018/2019,Clayson Stadium
Matt Beard,England,female,West Ham United LFC,5,England,FA Women's Super League,Regular Season,Lee Burch,England,female,Yeovil Town LFC,0,England,Matthew Russell,2018/2019,Clayson Stadium
Kelly Chambers,England,female,Reading WFC,5,England,FA Women's Super League,Regular Season,Lee Burch,England,female,Yeovil Town LFC,0,England,Scott Jackson,2018/2019,Clayson Stadium
Hope Patricia Powell,England,female,Brighton & Hove Albion WFC,1,England,FA Women's Super League,Regular Season,Lee Burch,England,female,Yeovil Town LFC,1,England,James Durkin,2018/2019,Clayson Stadium
Willie Kirk,England,female,Everton LFC,1,England,FA Women's Super League,Regular Season,Matt Beard,England,female,West Ham United LFC,0,England,Dean Skipper,2018/2019,The Rush Green Stadium
Willie Kirk,England,female,Everton LFC,1,England,FA Women's Super League,Regular Season,Joseph Montemurro,England,female,Arsenal WFC,2,England,Stacey Pearson,2018/2019,Meadow Park 
Matt Beard,England,female,West Ham United LFC,1,England,FA Women's Super League,Regular Season,Emma Hayes,England,female,Chelsea FCW,1,England,Stacey Pearson,2018/2019,Kingsmeadow
Nick Cushing,England,female,Manchester City WFC,3,England,FA Women's Super League,Regular Season,Victoria Jepson,England,female,Liverpool WFC,0,England,Thomas Parsons,2018/2019,Prenton Park
Victoria Jepson,England,female,Liverpool WFC,2,England,FA Women's Super League,Regular Season,Kelly Chambers,England,female,Reading WFC,2,England,Joshua Smith,2018/2019,Adams Park 
Lee Burch,England,female,Yeovil Town LFC,0,England,FA Women's Super League,Regular Season,Emma Hayes,England,female,Chelsea FCW,5,England,Kirsty Dowle,2018/2019,Kingsmeadow
Tanya Oxtoby,England,female,Bristol City WFC,1,England,FA Women's Super League,Regular Season,Marc Skinner,England,female,Birmingham City WFC,0,England,Lisa Benn,2018/2019,"	ARMCO Arena "
Nick Cushing,England,female,Manchester City WFC,3,England,FA Women's Super League,Regular Season,Marc Skinner,England,female,Birmingham City WFC,2,England,Wayne Cartmel,2018/2019,"	ARMCO Arena "
Marc Skinner,England,female,Birmingham City WFC,2,England,FA Women's Super League,Regular Season,Victoria Jepson,England,female,Liverpool WFC,0,England,Sam Mulhall,2018/2019,Prenton Park
Lee Burch,England,female,Yeovil Town LFC,1,England,FA Women's Super League,Regular Season,Tanya Oxtoby,England,female,Bristol City WFC,2,England,Kirsty Dowle,2018/2019,Stoke Gifford Stadium
Kelly Chambers,England,female,Reading WFC,1,England,FA Women's Super League,Regular Season,Chris Kirkland,England,female,Liverpool WFC,0,England,David McNamara,2018/2019,Prenton Park
Joseph Montemurro,England,female,Arsenal WFC,4,England,FA Women's Super League,Regular Season,Tanya Oxtoby,England,female,Bristol City WFC,0,England,Daniel Lamport,2018/2019,Stoke Gifford Stadium
Emma Hayes,England,female,Chelsea FCW,4,England,FA Women's Super League,Regular Season,Victoria Jepson,England,female,Liverpool WFC,0,England,Joe Hull,2018/2019,Prenton Park
Tanya Oxtoby,England,female,Bristol City WFC,0,England,FA Women's Super League,Regular Season,Kelly Chambers,England,female,Reading WFC,3,England,Abigail Marnot,2018/2019,Adams Park 
Matt Beard,England,female,West Ham United LFC,1,England,FA Women's Super League,Regular Season,Nick Cushing,England,female,Manchester City WFC,7,England,Rebecca Welch,2018/2019,Academy Stadium 
Emma Hayes,England,female,Chelsea FCW,0,England,FA Women's Super League,Regular Season,Tanya Oxtoby,England,female,Bristol City WFC,0,England,Stacey Pearson,2018/2019,Stoke Gifford Stadium
Kelly Chambers,England,female,Reading WFC,0,England,FA Women's Super League,Regular Season,Matt Beard,England,female,West Ham United LFC,0,England,Abigail Marriott,2018/2019,The Rush Green Stadium
Tanya Oxtoby,England,female,Bristol City WFC,1,England,FA Women's Super League,Regular Season,Hope Patricia Powell,England,female,Brighton & Hove Albion WFC,0,England,Jack Packman,2018/2019,Broadfield Stadium
Nick Cushing,England,female,Manchester City WFC,4,England,FA Women's Super League,Regular Season,Andy Spence,England,female,Everton LFC,0,England,Lucy Oliver,2018/2019,Haig Avenue
Joseph Montemurro,England,female,Arsenal WFC,7,England,FA Women's Super League,Regular Season,Lee Burch,England,female,Yeovil Town LFC,0,England,Scott Jackson,2018/2019,Clayson Stadium
Marc Skinner,England,female,Birmingham City WFC,1,England,FA Women's Super League,Regular Season,Kelly Chambers,England,female,Reading WFC,0,England,Jacob Miles,2018/2019,Adams Park 
Lee Burch,England,female,Yeovil Town LFC,1,England,FA Women's Super League,Regular Season,Matt Beard,England,female,West Ham United LFC,2,England,David Spain,2018/2019,The Rush Green Stadium
Nick Cushing,England,female,Manchester City WFC,0,England,FA Women's Super League,Regular Season,Emma Hayes,England,female,Chelsea FCW,0,England,Rebecca Welch,2018/2019,Kingsmeadow
Tanya Oxtoby,England,female,Bristol City WFC,2,England,FA Women's Super League,Regular Season,Nick Cushing,England,female,Manchester City WFC,2,Japan,Asaka Koizumi,2018/2019,Academy Stadium 
Emma Hayes,England,female,Chelsea FCW,0,England,FA Women's Super League,Regular Season,Andy Spence,England,female,Everton LFC,0,England,Helen Conley,2018/2019,Haig Avenue
Chris Kirkland,England,female,Liverpool WFC,1,England,FA Women's Super League,Regular Season,Hope Patricia Powell,England,female,Brighton & Hove Albion WFC,0,England,Amy Fearn,2018/2019,Broadfield Stadium
Marc Skinner,England,female,Birmingham City WFC,1,England,FA Women's Super League,Regular Season,Tanya Oxtoby,England,female,Bristol City WFC,0,England,Samuel Allison,2018/2019,Stoke Gifford Stadium
Joseph Montemurro,England,female,Arsenal WFC,4,England,FA Women's Super League,Regular Season,Andy Spence,England,female,Everton LFC,0,England,Lucy Oliver,2018/2019,Haig Avenue
Andy Spence,England,female,Everton LFC,0,England,FA Women's Super League,Regular Season,Lee Burch,England,female,Yeovil Town LFC,1,England,Phillip Staynings,2018/2019,Clayson Stadium
Victoria Jepson,England,female,Liverpool WFC,1,England,FA Women's Super League,Regular Season,Tanya Oxtoby,England,female,Bristol City WFC,2,England,Richard Gardner,2018/2019,Stoke Gifford Stadium
Kelly Chambers,England,female,Reading WFC,4,England,FA Women's Super League,Regular Season,Hope Patricia Powell,England,female,Brighton & Hove Albion WFC,1,England,Ryan Atkin,2018/2019,Broadfield Stadium
Matt Beard,England,female,West Ham United LFC,0,England,FA Women's Super League,Regular Season,Marc Skinner,England,female,Birmingham City WFC,3,England,Stacey Pearson,2018/2019,"	ARMCO Arena "
Tanya Oxtoby,England,female,Bristol City WFC,0,England,FA Women's Super League,Regular Season,Matt Beard,England,female,West Ham United LFC,2,England,Helen Conley,2018/2019,The Rush Green Stadium
Andy Spence,England,female,Everton LFC,1,England,FA Women's Super League,Regular Season,Kelly Chambers,England,female,Reading WFC,2,England,Amy Fearn,2018/2019,Adams Park 
Emma Hayes,England,female,Chelsea FCW,4,England,FA Women's Super League,Regular Season,Hope Patricia Powell,England,female,Brighton & Hove Albion WFC,0,England,David Rick,2018/2019,Broadfield Stadium
Lee Burch,England,female,Yeovil Town LFC,1,England,FA Women's Super League,Regular Season,Chris Kirkland,England,female,Liverpool WFC,2,England,Helen Conley,2018/2019,Prenton Park
Hope Patricia Powell,England,female,Brighton & Hove Albion WFC,0,England,FA Women's Super League,Regular Season,Nick Cushing,England,female,Manchester City WFC,3,England,Amy Fearn,2018/2019,Academy Stadium 
Matt Beard,England,female,West Ham United LFC,0,England,FA Women's Super League,Regular Season,Victoria Jepson,England,female,Liverpool WFC,1,England,Rebecca Welch,2018/2019,Prenton Park
Marta Tejedor,England,female,Birmingham City WFC,3,England,FA Women's Super League,Regular Season,Emma Hayes,England,female,Chelsea FCW,2,England,Helen Conley,2018/2019,Kingsmeadow
Joseph Montemurro,England,female,Arsenal WFC,3,England,FA Women's Super League,Regular Season,Kelly Chambers,England,female,Reading WFC,0,England,Lucy Oliver,2018/2019,Adams Park 
Matt Beard,England,female,West Ham United LFC,2,England,FA Women's Super League,Regular Season,Kelly Chambers,England,female,Reading WFC,1,England,Rebecca Welch,2018/2019,Select Car Leasing Stadium
