season,localTeam,visitorTeam,localGoals,visitorGoals,
1996-97,Valladolid,Santander,3,0,
1996-97,Barcelona,'Real Sociedad',3,2,
1996-97,'Celta de Vigo',Betis,0,2,
1996-97,Deportivo,Hercules,4,0,
1996-97,Extremadura,Oviedo,0,2,
1996-97,'Sporting de Gijon',Zaragoza,2,0,
1996-97,'Real Madrid','Rayo Vallecano',1,0,
1996-97,Sevilla,Compostela,0,1,
1996-97,Betis,Deportivo,1,2,
1996-97,Espanol,Extremadura,5,1,
1996-97,Santander,'Atletico de Bilbao',1,2,
1996-97,'Real Sociedad',Valladolid,0,0,
1996-97,Compostela,Valencia,0,3,
1996-97,Logrones,Sevilla,2,0,
1996-97,'Rayo Vallecano','Celta de Vigo',3,0,
1996-97,Oviedo,'Real Madrid',2,3,
1996-97,Tenerife,'Sporting de Gijon',6,0,
1996-97,Zaragoza,Barcelona,3,5,
1996-97,'Atletico de Madrid',Hercules,3,0,
1996-97,'Real Madrid',Espanol,2,0,
1996-97,'Atletico de Bilbao','Real Sociedad',1,3,
1996-97,Barcelona,Tenerife,1,1,
1996-97,'Celta de Vigo',Oviedo,3,1,
1996-97,Deportivo,'Rayo Vallecano',1,1,
1996-97,Extremadura,Santander,1,2,
1996-97,'Sporting de Gijon',Compostela,1,1,
1996-97,Hercules,Betis,0,1,
1996-97,Valencia,Logrones,0,1,
1996-97,Valladolid,Zaragoza,1,1,
1996-97,Sevilla,'Atletico de Madrid',0,0,
1996-97,'Atletico de Madrid',Betis,2,2,
1996-97,Compostela,Barcelona,1,5,
1996-97,Espanol,'Celta de Vigo',0,0,
1996-97,Sevilla,Valencia,0,2,
1996-97,Tenerife,Valladolid,1,3,
1996-97,Zaragoza,'Atletico de Bilbao',1,1,
1996-97,Logrones,'Sporting de Gijon',0,2,
1996-97,Santander,'Real Madrid',2,2,
1996-97,'Real Sociedad',Extremadura,3,0,
1996-97,'Rayo Vallecano',Hercules,2,1,
1996-97,Oviedo,Deportivo,0,1,
1996-97,'Atletico de Bilbao',Tenerife,2,0,
1996-97,Deportivo,Espanol,2,0,
1996-97,Extremadura,Zaragoza,2,1,
1996-97,Hercules,Oviedo,1,1,
1996-97,'Real Madrid','Real Sociedad',6,1,
1996-97,Valladolid,Compostela,3,1,
1996-97,Barcelona,Logrones,8,0,
1996-97,Betis,'Rayo Vallecano',3,0,
1996-97,'Celta de Vigo',Santander,1,1,
1996-97,Valencia,'Atletico de Madrid',3,1,
1996-97,'Sporting de Gijon',Sevilla,1,1,
1996-97,Zaragoza,'Real Madrid',1,2,
1996-97,'Atletico de Madrid','Rayo Vallecano',1,3,
1996-97,Compostela,'Atletico de Bilbao',1,1,
1996-97,Espanol,Hercules,2,1,
1996-97,Logrones,Valladolid,0,1,
1996-97,Santander,Deportivo,1,1,
1996-97,'Real Sociedad','Celta de Vigo',1,2,
1996-97,Oviedo,Betis,1,1,
1996-97,Sevilla,Barcelona,0,1,
1996-97,Tenerife,Extremadura,2,1,
1996-97,Valencia,'Sporting de Gijon',2,1,
1996-97,Barcelona,Valencia,3,2,
1996-97,Betis,Espanol,1,2,
1996-97,'Sporting de Gijon','Atletico de Madrid',0,1,
1996-97,'Real Madrid',Tenerife,0,0,
1996-97,'Atletico de Bilbao',Logrones,6,0,
1996-97,'Celta de Vigo',Zaragoza,0,0,
1996-97,Deportivo,'Real Sociedad',1,0,
1996-97,Extremadura,Compostela,1,1,
1996-97,Hercules,Santander,0,1,
1996-97,'Rayo Vallecano',Oviedo,2,2,
1996-97,Valladolid,Sevilla,0,1,
1996-97,Santander,Betis,1,1,
1996-97,'Atletico de Madrid',Oviedo,3,0,
1996-97,Compostela,'Real Madrid',1,2,
1996-97,Espanol,'Rayo Vallecano',0,0,
1996-97,Logrones,Extremadura,0,0,
1996-97,'Real Sociedad',Hercules,2,1,
1996-97,Sevilla,'Atletico de Bilbao',4,2,
1996-97,Tenerife,'Celta de Vigo',0,0,
1996-97,Valencia,Valladolid,2,4,
1996-97,Zaragoza,Deportivo,1,2,
1996-97,'Sporting de Gijon',Barcelona,0,0,
1996-97,Barcelona,'Atletico de Madrid',3,3,
1996-97,'Atletico de Bilbao',Valencia,2,0,
1996-97,Betis,'Real Sociedad',2,1,
1996-97,'Celta de Vigo',Compostela,1,2,
1996-97,Deportivo,Tenerife,0,0,
1996-97,Extremadura,Sevilla,0,1,
1996-97,Hercules,Zaragoza,1,1,
1996-97,'Rayo Vallecano',Santander,0,0,
1996-97,'Real Madrid',Logrones,0,0,
1996-97,Oviedo,Espanol,3,1,
1996-97,Valladolid,'Sporting de Gijon',1,0,
1996-97,'Atletico de Madrid',Espanol,2,1,
1996-97,Compostela,Deportivo,0,0,
1996-97,Tenerife,Hercules,3,1,
1996-97,Valencia,Extremadura,0,0,
1996-97,'Sporting de Gijon','Atletico de Bilbao',2,4,
1996-97,Logrones,'Celta de Vigo',0,3,
1996-97,Santander,Oviedo,1,0,
1996-97,'Real Sociedad','Rayo Vallecano',3,1,
1996-97,Sevilla,'Real Madrid',1,3,
1996-97,Zaragoza,Betis,2,2,
1996-97,Barcelona,Valladolid,6,1,
1996-97,'Atletico de Bilbao',Barcelona,2,1,
1996-97,Extremadura,'Sporting de Gijon',1,2,
1996-97,Betis,Tenerife,3,1,
1996-97,'Celta de Vigo',Sevilla,4,2,
1996-97,Deportivo,Logrones,4,1,
1996-97,Espanol,Santander,0,0,
1996-97,Hercules,Compostela,1,0,
1996-97,'Rayo Vallecano',Zaragoza,1,1,
1996-97,'Real Madrid',Valencia,4,2,
1996-97,Oviedo,'Real Sociedad',0,0,
1996-97,Valladolid,'Atletico de Madrid',0,3,
1996-97,'Atletico de Madrid',Santander,1,0,
1996-97,'Sporting de Gijon','Real Madrid',0,1,
1996-97,Tenerife,'Rayo Vallecano',1,2,
1996-97,Valencia,'Celta de Vigo',2,0,
1996-97,Compostela,Betis,0,2,
1996-97,Logrones,Hercules,3,2,
1996-97,'Real Sociedad',Espanol,1,0,
1996-97,Sevilla,Deportivo,0,1,
1996-97,Valladolid,'Atletico de Bilbao',0,0,
1996-97,Zaragoza,Oviedo,1,0,
1996-97,Barcelona,Extremadura,3,0,
1996-97,'Real Madrid',Barcelona,2,0,
1996-97,'Atletico de Bilbao','Atletico de Madrid',1,1,
1996-97,Betis,Logrones,5,1,
1996-97,'Celta de Vigo','Sporting de Gijon',2,1,
1996-97,Deportivo,Valencia,1,0,
1996-97,Espanol,Zaragoza,3,0,
1996-97,Extremadura,Valladolid,1,1,
1996-97,Santander,'Real Sociedad',1,2,
1996-97,'Rayo Vallecano',Compostela,0,1,
1996-97,Oviedo,Tenerife,1,3,
1996-97,Hercules,Sevilla,3,0,
1996-97,Valladolid,'Real Madrid',1,1,
1996-97,'Atletico de Bilbao',Extremadura,0,0,
1996-97,'Atletico de Madrid','Real Sociedad',2,2,
1996-97,Barcelona,'Celta de Vigo',1,0,
1996-97,Compostela,Oviedo,0,2,
1996-97,'Sporting de Gijon',Deportivo,1,1,
1996-97,Logrones,'Rayo Vallecano',0,2,
1996-97,Sevilla,Betis,0,3,
1996-97,Tenerife,Espanol,5,1,
1996-97,Zaragoza,Santander,0,2,
1996-97,Valencia,Hercules,3,0,
1996-97,'Celta de Vigo',Valladolid,0,2,
1996-97,Deportivo,Barcelona,0,1,
1996-97,Espanol,Compostela,0,2,
1996-97,Extremadura,'Atletico de Madrid',2,4,
1996-97,Hercules,'Sporting de Gijon',1,1,
1996-97,Santander,Tenerife,1,2,
1996-97,'Real Sociedad',Zaragoza,1,0,
1996-97,'Real Madrid','Atletico de Bilbao',1,0,
1996-97,Oviedo,Logrones,2,1,
1996-97,Betis,Valencia,1,1,
1996-97,'Rayo Vallecano',Sevilla,2,0,
1996-97,Tenerife,'Real Sociedad',0,1,
1996-97,'Atletico de Bilbao','Celta de Vigo',2,2,
1996-97,'Atletico de Madrid',Zaragoza,5,1,
1996-97,Compostela,Santander,1,1,
1996-97,Extremadura,'Real Madrid',0,0,
1996-97,Logrones,Espanol,1,0,
1996-97,Sevilla,Oviedo,2,1,
1996-97,Valencia,'Rayo Vallecano',1,0,
1996-97,Valladolid,Deportivo,1,1,
1996-97,Barcelona,Hercules,2,3,
1996-97,'Sporting de Gijon',Betis,2,4,
1996-97,'Atletico de Madrid','Real Madrid',1,4,
1996-97,Betis,Barcelona,2,4,
1996-97,'Celta de Vigo',Extremadura,0,1,
1996-97,Deportivo,'Atletico de Bilbao',2,2,
1996-97,Hercules,Valladolid,1,0,
1996-97,Santander,Logrones,2,1,
1996-97,'Real Sociedad',Compostela,4,1,
1996-97,'Rayo Vallecano','Sporting de Gijon',0,1,
1996-97,Oviedo,Valencia,3,0,
1996-97,Zaragoza,Tenerife,1,1,
1996-97,Espanol,Sevilla,1,0,
1996-97,Extremadura,Deportivo,1,0,
1996-97,Valencia,Espanol,1,1,
1996-97,'Atletico de Bilbao',Hercules,5,0,
1996-97,Barcelona,'Rayo Vallecano',6,0,
1996-97,Compostela,Zaragoza,2,1,
1996-97,'Sporting de Gijon',Oviedo,0,0,
1996-97,Logrones,'Real Sociedad',1,0,
1996-97,'Real Madrid','Celta de Vigo',4,0,
1996-97,Sevilla,Santander,0,0,
1996-97,Valladolid,Betis,1,3,
1996-97,Tenerife,'Atletico de Madrid',2,3,
1996-97,'Celta de Vigo','Atletico de Madrid',1,1,
1996-97,'Atletico de Bilbao',Betis,0,3,
1996-97,Barcelona,Oviedo,2,2,
1996-97,Compostela,Tenerife,1,1,
1996-97,'Sporting de Gijon',Espanol,4,3,
1996-97,Logrones,Zaragoza,1,2,
1996-97,'Real Madrid',Deportivo,3,2,
1996-97,Sevilla,'Real Sociedad',2,3,
1996-97,Valencia,Santander,1,1,
1996-97,Valladolid,'Rayo Vallecano',4,0,
1996-97,Extremadura,Hercules,0,0,
1996-97,'Real Sociedad',Valencia,0,1,
1996-97,'Atletico de Madrid',Compostela,4,1,
1996-97,Betis,Extremadura,3,1,
1996-97,Deportivo,'Celta de Vigo',2,2,
1996-97,Espanol,Barcelona,2,0,
1996-97,Hercules,'Real Madrid',2,3,
1996-97,Santander,'Sporting de Gijon',2,0,
1996-97,'Rayo Vallecano','Atletico de Bilbao',1,1,
1996-97,Oviedo,Valladolid,1,1,
1996-97,Tenerife,Logrones,2,0,
1996-97,Zaragoza,Sevilla,2,1,
1996-97,'Real Madrid',Betis,2,2,
1996-97,Sevilla,Tenerife,2,1,
1996-97,Valencia,Zaragoza,1,1,
1996-97,'Atletico de Bilbao',Oviedo,3,2,
1996-97,Barcelona,Santander,1,0,
1996-97,'Celta de Vigo',Hercules,3,0,
1996-97,Deportivo,'Atletico de Madrid',0,0,
1996-97,Extremadura,'Rayo Vallecano',1,0,
1996-97,'Sporting de Gijon','Real Sociedad',0,0,
1996-97,Logrones,Compostela,1,1,
1996-97,Valladolid,Espanol,2,1,
1996-97,Compostela,Sevilla,2,0,
1996-97,'Atletico de Madrid',Logrones,2,0,
1996-97,Betis,'Celta de Vigo',1,1,
1996-97,Espanol,'Atletico de Bilbao',0,2,
1996-97,Hercules,Deportivo,1,3,
1996-97,Santander,Valladolid,2,0,
1996-97,'Rayo Vallecano','Real Madrid',1,0,
1996-97,Oviedo,Extremadura,0,0,
1996-97,Tenerife,Valencia,2,1,
1996-97,Zaragoza,'Sporting de Gijon',5,0,
1996-97,'Real Sociedad',Barcelona,2,0,
1996-97,Hercules,'Atletico de Madrid',0,2,
1996-97,'Atletico de Bilbao',Santander,2,2,
1996-97,Barcelona,Zaragoza,4,1,
1996-97,'Celta de Vigo','Rayo Vallecano',2,0,
1996-97,Deportivo,Betis,3,0,
1996-97,Extremadura,Espanol,3,0,
1996-97,'Sporting de Gijon',Tenerife,2,1,
1996-97,'Real Madrid',Oviedo,6,1,
1996-97,Sevilla,Logrones,1,4,
1996-97,Valladolid,'Real Sociedad',3,0,
1996-97,Valencia,Compostela,2,1,
1996-97,'Atletico de Madrid',Sevilla,3,2,
1996-97,Logrones,Valencia,2,1,
1996-97,'Rayo Vallecano',Deportivo,1,2,
1996-97,Tenerife,Barcelona,4,0,
1996-97,Betis,Hercules,2,1,
1996-97,Compostela,'Sporting de Gijon',2,1,
1996-97,Santander,Extremadura,2,3,
1996-97,'Real Sociedad','Atletico de Bilbao',0,0,
1996-97,Oviedo,'Celta de Vigo',2,1,
1996-97,Zaragoza,Valladolid,1,0,
1996-97,Espanol,'Real Madrid',0,2,
1996-97,Valencia,Sevilla,4,2,
1996-97,'Atletico de Bilbao',Zaragoza,2,2,
1996-97,Barcelona,Compostela,3,0,
1996-97,Betis,'Atletico de Madrid',3,2,
1996-97,'Celta de Vigo',Espanol,2,2,
1996-97,Deportivo,Oviedo,3,0,
1996-97,Extremadura,'Real Sociedad',1,0,
1996-97,'Sporting de Gijon',Logrones,2,0,
1996-97,Hercules,'Rayo Vallecano',1,0,
1996-97,Valladolid,Tenerife,0,2,
1996-97,'Real Madrid',Santander,2,1,
1996-97,Tenerife,'Atletico de Bilbao',3,3,
1996-97,'Atletico de Madrid',Valencia,1,4,
1996-97,Espanol,Deportivo,0,1,
1996-97,Compostela,Valladolid,1,1,
1996-97,Logrones,Barcelona,0,1,
1996-97,Santander,'Celta de Vigo',1,0,
1996-97,'Rayo Vallecano',Betis,0,4,
1996-97,Oviedo,Hercules,2,0,
1996-97,Sevilla,'Sporting de Gijon',2,1,
1996-97,Zaragoza,Extremadura,3,1,
1996-97,'Real Sociedad','Real Madrid',1,2,
1996-97,Betis,Oviedo,4,0,
1996-97,'Celta de Vigo','Real Sociedad',1,1,
1996-97,'Atletico de Bilbao',Compostela,2,2,
1996-97,Barcelona,Sevilla,4,0,
1996-97,Deportivo,Santander,2,1,
1996-97,Extremadura,Tenerife,2,0,
1996-97,Hercules,Espanol,1,2,
1996-97,'Rayo Vallecano','Atletico de Madrid',1,2,
1996-97,'Real Madrid',Zaragoza,2,0,
1996-97,Valladolid,Logrones,2,1,
1996-97,'Sporting de Gijon',Valencia,2,1,
1996-97,'Real Sociedad',Deportivo,1,1,
1996-97,Compostela,Extremadura,4,0,
1996-97,Espanol,Betis,0,0,
1996-97,Logrones,'Atletico de Bilbao',1,4,
1996-97,Santander,Hercules,1,2,
1996-97,Oviedo,'Rayo Vallecano',0,2,
1996-97,Sevilla,Valladolid,2,2,
1996-97,Tenerife,'Real Madrid',1,1,
1996-97,Valencia,Barcelona,1,1,
1996-97,Zaragoza,'Celta de Vigo',1,1,
1996-97,'Atletico de Madrid','Sporting de Gijon',2,1,
1996-97,'Celta de Vigo',Tenerife,3,1,
1996-97,Oviedo,'Atletico de Madrid',4,1,
1996-97,'Atletico de Bilbao',Sevilla,0,0,
1996-97,Barcelona,'Sporting de Gijon',4,0,
1996-97,Betis,Santander,2,2,
1996-97,Deportivo,Zaragoza,1,0,
1996-97,Extremadura,Logrones,3,0,
1996-97,Hercules,'Real Sociedad',2,1,
1996-97,'Rayo Vallecano',Espanol,0,1,
1996-97,Valladolid,Valencia,4,1,
1996-97,'Real Madrid',Compostela,0,0,
1996-97,Sevilla,Extremadura,0,0,
1996-97,Tenerife,Deportivo,2,1,
1996-97,Valencia,'Atletico de Bilbao',5,2,
1996-97,'Atletico de Madrid',Barcelona,2,5,
1996-97,Compostela,'Celta de Vigo',2,1,
1996-97,'Sporting de Gijon',Valladolid,1,2,
1996-97,Logrones,'Real Madrid',0,2,
1996-97,Santander,'Rayo Vallecano',1,2,
1996-97,'Real Sociedad',Betis,0,1,
1996-97,Zaragoza,Hercules,2,0,
1996-97,Espanol,Oviedo,2,0,
1996-97,Extremadura,Valencia,1,0,
1996-97,'Atletico de Bilbao','Sporting de Gijon',4,0,
1996-97,Betis,Zaragoza,2,2,
1996-97,'Celta de Vigo',Logrones,4,0,
1996-97,Deportivo,Compostela,1,0,
1996-97,Hercules,Tenerife,3,1,
1996-97,'Rayo Vallecano','Real Sociedad',1,0,
1996-97,'Real Madrid',Sevilla,4,2,
1996-97,Valladolid,Barcelona,3,1,
1996-97,Espanol,'Atletico de Madrid',0,0,
1996-97,Oviedo,Santander,1,5,
1996-97,Tenerife,Betis,0,1,
1996-97,'Atletico de Madrid',Valladolid,3,1,
1996-97,Barcelona,'Atletico de Bilbao',2,0,
1996-97,Compostela,Hercules,2,2,
1996-97,'Sporting de Gijon',Extremadura,1,1,
1996-97,Logrones,Deportivo,1,2,
1996-97,Santander,Espanol,1,1,
1996-97,'Real Sociedad',Oviedo,1,0,
1996-97,Sevilla,'Celta de Vigo',2,0,
1996-97,Zaragoza,'Rayo Vallecano',3,2,
1996-97,Valencia,'Real Madrid',1,1,
1996-97,Deportivo,Sevilla,3,0,
1996-97,'Atletico de Bilbao',Valladolid,0,0,
1996-97,Betis,Compostela,0,0,
1996-97,'Celta de Vigo',Valencia,1,1,
1996-97,Espanol,'Real Sociedad',3,0,
1996-97,Hercules,Logrones,1,0,
1996-97,Santander,'Atletico de Madrid',1,1,
1996-97,'Rayo Vallecano',Tenerife,1,2,
1996-97,'Real Madrid','Sporting de Gijon',3,1,
1996-97,Oviedo,Zaragoza,1,0,
1996-97,Extremadura,Barcelona,1,3,
1996-97,Barcelona,'Real Madrid',1,0,
1996-97,Valladolid,Extremadura,4,0,
1996-97,'Atletico de Madrid','Atletico de Bilbao',2,1,
1996-97,Compostela,'Rayo Vallecano',2,1,
1996-97,'Sporting de Gijon','Celta de Vigo',2,1,
1996-97,Logrones,Betis,2,1,
1996-97,'Real Sociedad',Santander,2,0,
1996-97,Sevilla,Hercules,5,0,
1996-97,Tenerife,Oviedo,2,2,
1996-97,Zaragoza,Espanol,1,0,
1996-97,Valencia,Deportivo,1,1,
1996-97,Betis,Sevilla,3,3,
1996-97,Deportivo,'Sporting de Gijon',0,0,
1996-97,Espanol,Tenerife,1,0,
1996-97,Extremadura,'Atletico de Bilbao',1,2,
1996-97,Hercules,Valencia,0,2,
1996-97,Santander,Zaragoza,1,2,
1996-97,'Real Sociedad','Atletico de Madrid',1,1,
1996-97,'Rayo Vallecano',Logrones,1,0,
1996-97,'Real Madrid',Valladolid,1,0,
1996-97,Oviedo,Compostela,2,2,
1996-97,'Celta de Vigo',Barcelona,1,3,
1996-97,Barcelona,Deportivo,1,0,
1996-97,'Atletico de Bilbao','Real Madrid',1,0,
1996-97,'Atletico de Madrid',Extremadura,1,1,
1996-97,Compostela,Espanol,3,1,
1996-97,'Sporting de Gijon',Hercules,2,0,
1996-97,Logrones,Oviedo,1,1,
1996-97,Sevilla,'Rayo Vallecano',2,0,
1996-97,Tenerife,Santander,2,2,
1996-97,Valladolid,'Celta de Vigo',0,1,
1996-97,Zaragoza,'Real Sociedad',3,0,
1996-97,Valencia,Betis,1,1,
1996-97,Betis,'Sporting de Gijon',0,1,
1996-97,'Rayo Vallecano',Valencia,3,1,
1996-97,'Celta de Vigo','Atletico de Bilbao',0,2,
1996-97,Deportivo,Valladolid,0,2,
1996-97,Espanol,Logrones,5,1,
1996-97,Hercules,Barcelona,2,1,
1996-97,Santander,Compostela,2,2,
1996-97,'Real Madrid',Extremadura,5,0,
1996-97,Oviedo,Sevilla,1,0,
1996-97,'Real Sociedad',Tenerife,3,0,
1996-97,Zaragoza,'Atletico de Madrid',2,3,
1996-97,'Real Madrid','Atletico de Madrid',3,1,
1996-97,Barcelona,Betis,3,0,
1996-97,Compostela,'Real Sociedad',1,2,
1996-97,Extremadura,'Celta de Vigo',2,0,
1996-97,'Sporting de Gijon','Rayo Vallecano',3,0,
1996-97,Logrones,Santander,1,1,
1996-97,Sevilla,Espanol,3,1,
1996-97,Tenerife,Zaragoza,3,3,
1996-97,Valencia,Oviedo,2,1,
1996-97,Valladolid,Hercules,1,0,
1996-97,'Atletico de Bilbao',Deportivo,1,0,
1996-97,Betis,Valladolid,2,0,
1996-97,Espanol,Valencia,3,2,
1996-97,'Celta de Vigo','Real Madrid',4,0,
1996-97,Deportivo,Extremadura,1,0,
1996-97,Hercules,'Atletico de Bilbao',3,2,
1996-97,Santander,Sevilla,1,4,
1996-97,'Real Sociedad',Logrones,2,1,
1996-97,'Rayo Vallecano',Barcelona,1,2,
1996-97,Oviedo,'Sporting de Gijon',0,0,
1996-97,Zaragoza,Compostela,1,3,
1996-97,'Atletico de Madrid',Tenerife,0,3,
1996-97,Almeria,'Las Palmas',0,0,
1996-97,Leganes,Ourense,5,0,
1996-97,Levante,Salamanca,2,2,
1996-97,Lleida,Osasuna,0,0,
1996-97,Alaves,Villarreal,2,1,
1996-97,Toledo,Ecija,4,0,
1996-97,Merida,Albacete,4,0,
1996-97,Castilla,Badajoz,1,3,
1996-97,Eibar,'Barcelona Atletic',1,0,
1996-97,Mallorca,'Atletico Madrileno',2,1,
1996-97,'Barcelona Atletic',Lleida,0,0,
1996-97,Salamanca,Eibar,0,1,
1996-97,'Atletico Madrileno',Alaves,1,2,
1996-97,Albacete,Castilla,2,2,
1996-97,Osasuna,Toledo,0,1,
1996-97,Badajoz,Mallorca,3,1,
1996-97,Ourense,Merida,2,0,
1996-97,Ecija,Almeria,0,1,
1996-97,'Las Palmas',Leganes,2,0,
1996-97,Villarreal,Levante,2,0,
1996-97,Albacete,Ourense,2,0,
1996-97,Almeria,Osasuna,0,3,
1996-97,Castilla,Mallorca,0,1,
1996-97,Levante,'Atletico Madrileno',3,2,
1996-97,Alaves,Badajoz,1,0,
1996-97,Leganes,Ecija,4,1,
1996-97,Toledo,'Barcelona Atletic',2,2,
1996-97,Merida,'Las Palmas',2,0,
1996-97,Eibar,Villarreal,2,0,
1996-97,Lleida,Salamanca,3,1,
1996-97,Ecija,Merida,0,2,
1996-97,Villarreal,Lleida,2,1,
1996-97,'Atletico Madrileno',Eibar,0,1,
1996-97,Osasuna,Leganes,0,0,
1996-97,Badajoz,Levante,1,1,
1996-97,Ourense,Castilla,1,2,
1996-97,'Barcelona Atletic',Almeria,3,2,
1996-97,Mallorca,Alaves,3,1,
1996-97,'Las Palmas',Albacete,3,1,
1996-97,Salamanca,Toledo,3,1,
1996-97,Leganes,'Barcelona Atletic',2,2,
1996-97,Eibar,Badajoz,0,0,
1996-97,Albacete,Ecija,2,0,
1996-97,Almeria,Salamanca,2,2,
1996-97,Ourense,'Las Palmas',2,0,
1996-97,Toledo,Villarreal,1,2,
1996-97,Levante,Mallorca,1,2,
1996-97,Merida,Osasuna,2,1,
1996-97,Castilla,Alaves,1,0,
1996-97,Lleida,'Atletico Madrileno',5,1,
1996-97,Alaves,Levante,0,2,
1996-97,'Barcelona Atletic',Merida,0,1,
1996-97,'Las Palmas',Castilla,3,4,
1996-97,Salamanca,Leganes,0,1,
1996-97,Osasuna,Albacete,1,1,
1996-97,Badajoz,Lleida,0,0,
1996-97,Ecija,Ourense,1,1,
1996-97,Mallorca,Eibar,1,1,
1996-97,Villarreal,Almeria,2,0,
1996-97,'Atletico Madrileno',Toledo,3,2,
1996-97,Ourense,Osasuna,1,0,
1996-97,'Las Palmas',Ecija,2,1,
1996-97,Lleida,Mallorca,1,1,
1996-97,Almeria,'Atletico Madrileno',1,1,
1996-97,Albacete,'Barcelona Atletic',0,1,
1996-97,Leganes,Villarreal,1,1,
1996-97,Toledo,Badajoz,0,1,
1996-97,Merida,Salamanca,1,0,
1996-97,Castilla,Levante,0,1,
1996-97,Eibar,Alaves,1,0,
1996-97,Alaves,Lleida,3,1,
1996-97,Ecija,Castilla,0,2,
1996-97,'Barcelona Atletic',Ourense,1,1,
1996-97,Osasuna,'Las Palmas',1,1,
1996-97,Badajoz,Almeria,0,0,
1996-97,Levante,Eibar,0,1,
1996-97,Mallorca,Toledo,4,0,
1996-97,Salamanca,Albacete,1,2,
1996-97,Villarreal,Merida,0,1,
1996-97,'Atletico Madrileno',Leganes,1,2,
1996-97,Almeria,Mallorca,2,1,
1996-97,Castilla,Eibar,3,3,
1996-97,'Las Palmas','Barcelona Atletic',2,1,
1996-97,Albacete,Villarreal,2,0,
1996-97,Leganes,Badajoz,0,0,
1996-97,Ourense,Salamanca,1,3,
1996-97,Toledo,Alaves,1,1,
1996-97,Ecija,Osasuna,2,0,
1996-97,Lleida,Levante,2,1,
1996-97,Merida,'Atletico Madrileno',3,2,
1996-97,Osasuna,Castilla,2,0,
1996-97,'Barcelona Atletic',Ecija,2,1,
1996-97,Alaves,Almeria,1,1,
1996-97,Badajoz,Merida,0,1,
1996-97,Levante,Toledo,5,1,
1996-97,Mallorca,Leganes,3,0,
1996-97,Eibar,Lleida,2,0,
1996-97,Salamanca,'Las Palmas',4,2,
1996-97,Villarreal,Ourense,2,1,
1996-97,'Atletico Madrileno',Albacete,1,3,
1996-97,Osasuna,'Barcelona Atletic',1,0,
1996-97,Leganes,Alaves,0,0,
1996-97,'Las Palmas',Villarreal,0,0,
1996-97,Ourense,'Atletico Madrileno',1,1,
1996-97,Albacete,Badajoz,0,0,
1996-97,Almeria,Levante,0,2,
1996-97,Toledo,Eibar,0,0,
1996-97,Ecija,Salamanca,0,0,
1996-97,Merida,Mallorca,2,1,
1996-97,Castilla,Lleida,2,2,
1996-97,Alaves,Merida,0,0,
1996-97,Mallorca,Albacete,1,1,
1996-97,Lleida,Toledo,1,1,
1996-97,'Atletico Madrileno','Las Palmas',1,2,
1996-97,Badajoz,Ourense,0,0,
1996-97,'Barcelona Atletic',Castilla,1,2,
1996-97,Levante,Leganes,3,3,
1996-97,Eibar,Almeria,1,1,
1996-97,Salamanca,Osasuna,5,0,
1996-97,Villarreal,Ecija,3,0,
1996-97,Osasuna,Villarreal,4,1,
1996-97,'Barcelona Atletic',Salamanca,1,3,
1996-97,Castilla,Toledo,0,1,
1996-97,Albacete,Alaves,1,1,
1996-97,Almeria,Lleida,2,0,
1996-97,Leganes,Eibar,1,2,
1996-97,Ourense,Mallorca,0,0,
1996-97,Merida,Levante,1,1,
1996-97,'Las Palmas',Badajoz,2,2,
1996-97,Ecija,'Atletico Madrileno',0,1,
1996-97,Eibar,Merida,2,2,
1996-97,Lleida,Leganes,4,0,
1996-97,'Atletico Madrileno',Osasuna,3,3,
1996-97,Alaves,Ourense,0,0,
1996-97,Badajoz,Ecija,1,0,
1996-97,Toledo,Almeria,1,1,
1996-97,Levante,Albacete,0,0,
1996-97,Mallorca,'Las Palmas',3,0,
1996-97,Salamanca,Castilla,3,0,
1996-97,Villarreal,'Barcelona Atletic',0,2,
1996-97,Osasuna,Badajoz,0,1,
1996-97,Castilla,Almeria,2,1,
1996-97,Albacete,Eibar,1,0,
1996-97,Leganes,Toledo,0,0,
1996-97,Ourense,Levante,1,3,
1996-97,Ecija,Mallorca,0,2,
1996-97,'Las Palmas',Alaves,1,1,
1996-97,Salamanca,Villarreal,2,1,
1996-97,'Barcelona Atletic','Atletico Madrileno',2,2,
1996-97,Merida,Lleida,0,2,
1996-97,Badajoz,'Barcelona Atletic',2,0,
1996-97,Eibar,Ourense,2,0,
1996-97,Lleida,Albacete,0,3,
1996-97,Villarreal,Castilla,1,1,
1996-97,Almeria,Leganes,3,2,
1996-97,Alaves,Ecija,4,0,
1996-97,Toledo,Merida,1,0,
1996-97,Levante,'Las Palmas',2,1,
1996-97,Mallorca,Osasuna,0,0,
1996-97,'Atletico Madrileno',Salamanca,1,1,
1996-97,Osasuna,Alaves,1,1,
1996-97,Ecija,Levante,0,0,
1996-97,'Barcelona Atletic',Mallorca,1,2,
1996-97,Castilla,Leganes,0,3,
1996-97,'Las Palmas',Eibar,2,0,
1996-97,Ourense,Lleida,1,0,
1996-97,Merida,Almeria,3,3,
1996-97,Salamanca,Badajoz,0,1,
1996-97,Villarreal,'Atletico Madrileno',1,3,
1996-97,Albacete,Toledo,2,1,
1996-97,Almeria,Albacete,1,1,
1996-97,Alaves,'Barcelona Atletic',0,1,
1996-97,Castilla,'Atletico Madrileno',0,3,
