season,localTeam,visitorTeam,localGoals,visitorGoals,
1995-96,'Atletico de Bilbao',Oviedo,0,1,
1995-96,'Celta de Vigo',Albacete,2,2,
1995-96,Deportivo,Tenerife,1,1,
1995-96,Espanol,'Real Sociedad',0,0,
1995-96,Merida,Compostela,0,2,
1995-96,'Rayo Vallecano',Barcelona,1,1,
1995-96,'Real Madrid',Betis,4,2,
1995-96,Sevilla,Santander,0,1,
1995-96,Valladolid,Salamanca,1,0,
1995-96,'Atletico de Madrid',Sevilla,0,1,
1995-96,Barcelona,'Real Madrid',3,0,
1995-96,Valencia,'Rayo Vallecano',3,0,
1995-96,Albacete,Deportivo,1,0,
1995-96,Betis,Oviedo,2,1,
1995-96,Compostela,Zaragoza,3,2,
1995-96,'Sporting de Gijon','Atletico de Bilbao',1,2,
1995-96,Santander,Espanol,1,1,
1995-96,'Real Sociedad','Celta de Vigo',3,1,
1995-96,Salamanca,Merida,2,2,
1995-96,Tenerife,Valladolid,1,0,
1995-96,'Real Madrid',Valencia,0,0,
1995-96,Zaragoza,Salamanca,1,1,
1995-96,'Atletico de Bilbao',Betis,0,1,
1995-96,'Celta de Vigo',Santander,0,0,
1995-96,Deportivo,'Real Sociedad',1,1,
1995-96,Espanol,'Atletico de Madrid',0,2,
1995-96,Merida,Tenerife,2,0,
1995-96,'Rayo Vallecano',Compostela,0,1,
1995-96,Oviedo,Barcelona,1,2,
1995-96,Sevilla,'Sporting de Gijon',2,0,
1995-96,Valladolid,Albacete,3,0,
1995-96,Santander,Deportivo,2,1,
1995-96,Albacete,Merida,2,0,
1995-96,'Atletico de Madrid','Celta de Vigo',3,2,
1995-96,Barcelona,Betis,1,0,
1995-96,Compostela,'Real Madrid',3,3,
1995-96,'Sporting de Gijon',Espanol,2,3,
1995-96,'Real Sociedad',Valladolid,1,0,
1995-96,Salamanca,'Rayo Vallecano',1,2,
1995-96,Sevilla,'Atletico de Bilbao',1,1,
1995-96,Tenerife,Zaragoza,1,2,
1995-96,Valencia,Oviedo,3,1,
1995-96,'Atletico de Bilbao',Barcelona,0,0,
1995-96,Espanol,Sevilla,0,1,
1995-96,Merida,'Real Sociedad',1,2,
1995-96,'Real Madrid',Salamanca,5,0,
1995-96,Valladolid,Santander,3,1,
1995-96,Betis,Valencia,3,0,
1995-96,'Celta de Vigo','Sporting de Gijon',0,0,
1995-96,Deportivo,'Atletico de Madrid',2,2,
1995-96,'Rayo Vallecano',Tenerife,2,4,
1995-96,Oviedo,Compostela,3,1,
1995-96,Zaragoza,Albacete,3,1,
1995-96,Valencia,Barcelona,4,1,
1995-96,Albacete,'Rayo Vallecano',1,2,
1995-96,'Atletico de Madrid',Valladolid,0,2,
1995-96,Compostela,Betis,1,2,
1995-96,Espanol,'Atletico de Bilbao',3,0,
1995-96,'Sporting de Gijon',Deportivo,1,1,
1995-96,Santander,Merida,2,0,
1995-96,'Real Sociedad',Zaragoza,3,1,
1995-96,Salamanca,Oviedo,0,1,
1995-96,Sevilla,'Celta de Vigo',0,0,
1995-96,Tenerife,'Real Madrid',3,0,
1995-96,Barcelona,Compostela,1,0,
1995-96,'Real Madrid',Albacete,2,0,
1995-96,Zaragoza,Santander,1,2,
1995-96,'Atletico de Bilbao',Valencia,0,1,
1995-96,Betis,Salamanca,4,0,
1995-96,'Celta de Vigo',Espanol,4,2,
1995-96,Deportivo,Sevilla,3,2,
1995-96,Merida,'Atletico de Madrid',0,1,
1995-96,'Rayo Vallecano','Real Sociedad',2,0,
1995-96,Oviedo,Tenerife,1,3,
1995-96,Valladolid,'Sporting de Gijon',1,0,
1995-96,'Sporting de Gijon',Merida,3,1,
1995-96,Tenerife,Betis,1,2,
1995-96,Albacete,Oviedo,0,1,
1995-96,'Atletico de Madrid',Zaragoza,1,1,
1995-96,'Celta de Vigo','Atletico de Bilbao',3,1,
1995-96,Compostela,Valencia,0,4,
1995-96,Espanol,Deportivo,0,0,
1995-96,Santander,'Rayo Vallecano',1,2,
1995-96,'Real Sociedad','Real Madrid',1,1,
1995-96,Salamanca,Barcelona,1,3,
1995-96,Sevilla,Valladolid,1,1,
1995-96,'Atletico de Bilbao',Compostela,0,0,
1995-96,Barcelona,Tenerife,2,2,
1995-96,Betis,Albacete,2,3,
1995-96,Deportivo,'Celta de Vigo',2,1,
1995-96,Merida,Sevilla,3,2,
1995-96,'Rayo Vallecano','Atletico de Madrid',0,3,
1995-96,'Real Madrid',Santander,1,2,
1995-96,Valencia,Salamanca,2,0,
1995-96,Valladolid,Espanol,0,0,
1995-96,Zaragoza,'Sporting de Gijon',1,1,
1995-96,Oviedo,'Real Sociedad',0,0,
1995-96,Albacete,Barcelona,0,1,
1995-96,'Atletico de Madrid','Real Madrid',1,2,
1995-96,'Celta de Vigo',Valladolid,1,1,
1995-96,Deportivo,'Atletico de Bilbao',0,0,
1995-96,Espanol,Merida,3,0,
1995-96,'Sporting de Gijon','Rayo Vallecano',3,1,
1995-96,Santander,Oviedo,0,0,
1995-96,'Real Sociedad',Betis,1,1,
1995-96,Salamanca,Compostela,1,0,
1995-96,Sevilla,Zaragoza,1,1,
1995-96,Tenerife,Valencia,2,1,
1995-96,Barcelona,'Real Sociedad',1,0,
1995-96,Oviedo,'Atletico de Madrid',1,1,
1995-96,Zaragoza,Espanol,1,1,
1995-96,'Atletico de Bilbao',Salamanca,3,1,
1995-96,Betis,Santander,2,2,
1995-96,Compostela,Tenerife,0,2,
1995-96,Merida,'Celta de Vigo',2,0,
1995-96,'Rayo Vallecano',Sevilla,0,0,
1995-96,'Real Madrid','Sporting de Gijon',0,1,
1995-96,Valencia,Albacete,1,0,
1995-96,Valladolid,Deportivo,2,2,
1995-96,Santander,Barcelona,1,1,
1995-96,Sevilla,'Real Madrid',0,1,
1995-96,Albacete,Compostela,2,1,
1995-96,'Atletico de Madrid',Betis,1,1,
1995-96,'Celta de Vigo',Zaragoza,1,1,
1995-96,Deportivo,Merida,2,1,
1995-96,Espanol,'Rayo Vallecano',4,2,
1995-96,'Sporting de Gijon',Oviedo,0,1,
1995-96,'Real Sociedad',Valencia,5,2,
1995-96,Tenerife,Salamanca,4,0,
1995-96,Valladolid,'Atletico de Bilbao',1,1,
1995-96,Barcelona,'Atletico de Madrid',1,3,
1995-96,Valencia,Santander,2,1,
1995-96,'Atletico de Bilbao',Tenerife,2,0,
1995-96,Betis,'Sporting de Gijon',2,5,
1995-96,Compostela,'Real Sociedad',2,0,
1995-96,Merida,Valladolid,1,0,
1995-96,'Rayo Vallecano','Celta de Vigo',1,3,
1995-96,'Real Madrid',Espanol,1,2,
1995-96,Oviedo,Sevilla,2,3,
1995-96,Salamanca,Albacete,2,4,
1995-96,Zaragoza,Deportivo,2,3,
1995-96,'Atletico de Madrid',Valencia,2,3,
1995-96,Albacete,Tenerife,0,0,
1995-96,'Celta de Vigo','Real Madrid',1,1,
1995-96,Deportivo,'Rayo Vallecano',1,0,
1995-96,'Sporting de Gijon',Barcelona,0,3,
1995-96,Merida,'Atletico de Bilbao',1,0,
1995-96,Santander,Compostela,1,0,
1995-96,'Real Sociedad',Salamanca,1,0,
1995-96,Sevilla,Betis,1,0,
1995-96,Valladolid,Zaragoza,0,0,
1995-96,Espanol,Oviedo,5,0,
1995-96,Compostela,'Atletico de Madrid',1,3,
1995-96,Valencia,'Sporting de Gijon',1,0,
1995-96,'Atletico de Bilbao',Albacete,2,2,
1995-96,Barcelona,Sevilla,1,1,
1995-96,Betis,Espanol,2,3,
1995-96,'Rayo Vallecano',Valladolid,0,2,
1995-96,'Real Madrid',Deportivo,1,0,
1995-96,Oviedo,'Celta de Vigo',1,1,
1995-96,Salamanca,Santander,5,0,
1995-96,Tenerife,'Real Sociedad',1,0,
1995-96,Zaragoza,Merida,3,1,
1995-96,'Atletico de Madrid',Salamanca,2,1,
1995-96,'Celta de Vigo',Betis,2,0,
1995-96,Deportivo,Oviedo,0,4,
1995-96,'Sporting de Gijon',Compostela,2,1,
1995-96,Merida,'Rayo Vallecano',0,1,
1995-96,Santander,Tenerife,1,2,
1995-96,'Real Sociedad',Albacete,8,1,
1995-96,Sevilla,Valencia,1,2,
1995-96,Valladolid,'Real Madrid',0,3,
1995-96,Zaragoza,'Atletico de Bilbao',1,0,
1995-96,Espanol,Barcelona,1,1,
1995-96,Tenerife,'Atletico de Madrid',1,1,
1995-96,Albacete,Santander,2,2,
1995-96,Barcelona,'Celta de Vigo',3,2,
1995-96,Betis,Deportivo,1,0,
1995-96,Compostela,Sevilla,0,0,
1995-96,'Real Sociedad','Atletico de Bilbao',2,2,
1995-96,'Rayo Vallecano',Zaragoza,4,3,
1995-96,'Real Madrid',Merida,4,0,
1995-96,Oviedo,Valladolid,3,8,
1995-96,Salamanca,'Sporting de Gijon',3,0,
1995-96,Valencia,Espanol,1,0,
1995-96,'Atletico de Bilbao','Rayo Vallecano',3,1,
1995-96,'Atletico de Madrid',Albacete,2,0,
1995-96,'Celta de Vigo',Valencia,1,1,
1995-96,Espanol,Compostela,0,0,
1995-96,'Sporting de Gijon',Tenerife,0,2,
1995-96,Santander,'Real Sociedad',2,3,
1995-96,Sevilla,Salamanca,3,1,
1995-96,Valladolid,Betis,3,1,
1995-96,Zaragoza,'Real Madrid',0,1,
1995-96,Deportivo,Barcelona,2,2,
1995-96,Merida,Oviedo,3,1,
1995-96,Castilla,Hercules,0,1,
1995-96,Sestao,Extremadura,0,1,
1995-96,Almeria,Leganes,1,1,
1995-96,'Atletico Marbella','Bilbao Athletic',3,1,
1995-96,Osasuna,Mallorca,0,2,
1995-96,Toledo,Alaves,2,0,
1995-96,Ecija,Eibar,2,1,
1995-96,Getafe,'Barcelona Atletic',2,6,
1995-96,Lleida,Badajoz,2,1,
1995-96,Villarreal,Logrones,1,0,
1995-96,Leganes,Castilla,2,1,
1995-96,'Barcelona Atletic',Osasuna,3,0,
1995-96,'Bilbao Athletic',Sestao,1,3,
1995-96,Alaves,Villarreal,0,2,
1995-96,Badajoz,'Atletico Marbella',2,0,
1995-96,Logrones,Almeria,2,1,
1995-96,Extremadura,Toledo,0,0,
1995-96,Hercules,Getafe,3,0,
1995-96,Mallorca,Ecija,4,1,
1995-96,Eibar,Lleida,1,1,
1995-96,Osasuna,Hercules,0,1,
1995-96,Ecija,'Barcelona Atletic',1,2,
1995-96,Castilla,Getafe,2,0,
1995-96,Almeria,Alaves,2,1,
1995-96,'Atletico Marbella',Eibar,2,0,
1995-96,Leganes,Logrones,1,2,
1995-96,Toledo,'Bilbao Athletic',1,0,
1995-96,Sestao,Badajoz,1,3,
1995-96,Lleida,Mallorca,1,2,
1995-96,Villarreal,Extremadura,1,1,
1995-96,Alaves,Leganes,3,1,
1995-96,'Barcelona Atletic',Lleida,1,1,
1995-96,Hercules,Ecija,1,2,
1995-96,'Bilbao Athletic',Villarreal,0,2,
1995-96,Badajoz,Toledo,0,0,
1995-96,Logrones,Castilla,3,3,
1995-96,Extremadura,Almeria,1,1,
1995-96,Getafe,Osasuna,1,1,
1995-96,Mallorca,'Atletico Marbella',1,1,
1995-96,Eibar,Sestao,1,0,
1995-96,'Atletico Marbella','Barcelona Atletic',1,3,
1995-96,Castilla,Osasuna,2,0,
1995-96,Villarreal,Badajoz,1,1,
1995-96,Almeria,'Bilbao Athletic',2,1,
1995-96,Leganes,Extremadura,1,0,
1995-96,Logrones,Alaves,1,1,
1995-96,Toledo,Eibar,0,0,
1995-96,Ecija,Getafe,3,0,
1995-96,Sestao,Mallorca,2,0,
1995-96,Lleida,Hercules,0,2,
1995-96,Badajoz,Almeria,1,1,
1995-96,'Barcelona Atletic',Sestao,5,0,
1995-96,Getafe,Lleida,2,3,
1995-96,Eibar,Villarreal,1,0,
1995-96,'Bilbao Athletic',Leganes,1,2,
1995-96,Osasuna,Ecija,5,0,
1995-96,Alaves,Castilla,2,0,
1995-96,Extremadura,Logrones,3,2,
1995-96,Hercules,'Atletico Marbella',1,1,
1995-96,Mallorca,Toledo,0,1,
1995-96,Castilla,Ecija,2,0,
1995-96,Sestao,Hercules,1,2,
1995-96,Lleida,Osasuna,1,1,
1995-96,Almeria,Eibar,1,0,
1995-96,'Atletico Marbella',Getafe,0,4,
1995-96,Alaves,Extremadura,1,2,
1995-96,Leganes,Badajoz,0,2,
1995-96,Logrones,'Bilbao Athletic',3,1,
1995-96,Toledo,'Barcelona Atletic',1,0,
1995-96,Villarreal,Mallorca,1,3,
1995-96,Extremadura,Castilla,0,0,
1995-96,Ecija,Lleida,0,0,
1995-96,Getafe,Sestao,0,0,
1995-96,Hercules,Toledo,4,0,
1995-96,'Bilbao Athletic',Alaves,2,2,
1995-96,Osasuna,'Atletico Marbella',3,1,
1995-96,Badajoz,Logrones,1,1,
1995-96,'Barcelona Atletic',Villarreal,1,0,
1995-96,Mallorca,Almeria,0,1,
1995-96,Eibar,Leganes,1,0,
1995-96,Castilla,Lleida,3,1,
1995-96,Sestao,Osasuna,2,2,
1995-96,Villarreal,Hercules,0,6,
1995-96,Almeria,'Barcelona Atletic',1,3,
1995-96,'Atletico Marbella',Ecija,0,0,
1995-96,Alaves,Badajoz,0,1,
1995-96,Leganes,Mallorca,3,2,
1995-96,Logrones,Eibar,0,0,
1995-96,Toledo,Getafe,0,0,
1995-96,Extremadura,'Bilbao Athletic',4,2,
1995-96,'Barcelona Atletic',Leganes,1,0,
1995-96,Eibar,Alaves,1,1,
1995-96,'Bilbao Athletic',Castilla,0,0,
1995-96,Osasuna,Toledo,0,0,
1995-96,Badajoz,Extremadura,2,1,
1995-96,Ecija,Sestao,0,0,
1995-96,Getafe,Villarreal,1,0,
1995-96,Hercules,Almeria,2,1,
1995-96,Mallorca,Logrones,0,4,
1995-96,Lleida,'Atletico Marbella',1,0,
1995-96,Almeria,Getafe,0,1,
1995-96,Leganes,Hercules,0,1,
1995-96,Sestao,Lleida,4,1,
1995-96,'Bilbao Athletic',Badajoz,1,1,
1995-96,Alaves,Mallorca,2,1,
1995-96,Logrones,'Barcelona Atletic',1,1,
1995-96,Toledo,Ecija,3,0,
1995-96,Extremadura,Eibar,1,0,
1995-96,Castilla,'Atletico Marbella',2,1,
1995-96,Villarreal,Osasuna,1,4,
1995-96,Ecija,Villarreal,1,1,
1995-96,'Barcelona Atletic',Alaves,2,3,
1995-96,Getafe,Leganes,1,2,
1995-96,'Atletico Marbella',Sestao,0,1,
1995-96,Osasuna,Almeria,1,0,
1995-96,Badajoz,Castilla,0,1,
1995-96,Hercules,Logrones,5,1,
1995-96,Mallorca,Extremadura,1,2,
1995-96,Eibar,'Bilbao Athletic',1,1,
1995-96,Lleida,Toledo,0,2,
1995-96,Almeria,Ecija,4,1,
1995-96,Leganes,Osasuna,1,0,
1995-96,Castilla,Sestao,1,0,
1995-96,Villarreal,Lleida,2,1,
1995-96,'Bilbao Athletic',Mallorca,3,1,
1995-96,Alaves,Hercules,1,0,
1995-96,Badajoz,Eibar,4,0,
1995-96,Logrones,Getafe,1,0,
1995-96,Toledo,'Atletico Marbella',1,2,
1995-96,Extremadura,'Barcelona Atletic',3,1,
1995-96,'Atletico Marbella',Villarreal,0,2,
1995-96,'Barcelona Atletic','Bilbao Athletic',3,4,
1995-96,Eibar,Castilla,2,1,
1995-96,Osasuna,Logrones,5,3,
1995-96,Ecija,Leganes,1,2,
1995-96,Getafe,Alaves,0,2,
1995-96,Hercules,Extremadura,1,0,
1995-96,Mallorca,Badajoz,3,0,
1995-96,Sestao,Toledo,0,1,
1995-96,Lleida,Almeria,1,1,
1995-96,'Bilbao Athletic',Hercules,4,1,
1995-96,Leganes,Lleida,1,1,
1995-96,Almeria,'Atletico Marbella',2,3,
1995-96,Alaves,Osasuna,1,0,
1995-96,Badajoz,'Barcelona Atletic',2,1,
1995-96,Logrones,Ecija,3,0,
1995-96,Extremadura,Getafe,1,1,
1995-96,Castilla,Toledo,0,0,
1995-96,Eibar,Mallorca,0,1,
1995-96,Villarreal,Sestao,2,0,
1995-96,'Barcelona Atletic',Eibar,0,0,
1995-96,Getafe,'Bilbao Athletic',1,2,
1995-96,Mallorca,Castilla,0,0,
1995-96,Sestao,Almeria,0,4,
1995-96,'Atletico Marbella',Leganes,1,2,
1995-96,Osasuna,Extremadura,0,0,
1995-96,Toledo,Villarreal,1,0,
1995-96,Ecija,Alaves,2,2,
1995-96,Hercules,Badajoz,1,0,
1995-96,Lleida,Logrones,2,0,
1995-96,Castilla,Villarreal,0,4,
1995-96,Almeria,Toledo,2,0,
1995-96,'Bilbao Athletic',Osasuna,1,2,
1995-96,Alaves,Lleida,1,0,
1995-96,Badajoz,Getafe,2,0,
1995-96,Leganes,Sestao,1,1,
1995-96,Logrones,'Atletico Marbella',2,0,
1995-96,Extremadura,Ecija,0,0,
1995-96,Mallorca,'Barcelona Atletic',3,0,
1995-96,Eibar,Hercules,0,0,
1995-96,Getafe,Eibar,1,1,
1995-96,Lleida,Extremadura,1,3,
1995-96,Villarreal,Almeria,1,0,
1995-96,'Atletico Marbella',Alaves,1,1,
1995-96,Osasuna,Badajoz,2,0,
1995-96,Toledo,Leganes,0,1,
1995-96,Ecija,'Bilbao Athletic',1,3,
1995-96,Hercules,Mallorca,2,2,
1995-96,Castilla,'Barcelona Atletic',2,0,
1995-96,Sestao,Logrones,0,2,
1995-96,'Bilbao Athletic',Lleida,1,1,
1995-96,Leganes,Villarreal,2,0,
1995-96,Almeria,Castilla,1,3,
1995-96,Alaves,Sestao,0,1,
1995-96,Badajoz,Ecija,0,1,
1995-96,Logrones,Toledo,3,1,
1995-96,Extremadura,'Atletico Marbella',2,1,
1995-96,'Barcelona Atletic',Hercules,3,1,
1995-96,Mallorca,Getafe,2,0,
1995-96,Eibar,Osasuna,0,2,
1995-96,'Bilbao Athletic','Atletico Marbella',3,1,
1995-96,Alaves,Toledo,2,0,
1995-96,'Barcelona Atletic',Getafe,0,3,
1995-96,Hercules,Castilla,4,1,
1995-96,Eibar,Ecija,3,1,
1995-96,Badajoz,Lleida,3,1,
1995-96,Leganes,Almeria,0,0,
1995-96,Logrones,Villarreal,2,1,
1995-96,Extremadura,Sestao,1,1,
1995-96,Mallorca,Osasuna,2,1,
1995-96,Castilla,Leganes,1,0,
1995-96,Almeria,Logrones,3,1,
1995-96,'Atletico Marbella',Badajoz,0,1,
1995-96,Toledo,Extremadura,0,1,
1995-96,Ecija,Mallorca,1,0,
1995-96,Getafe,Hercules,0,0,
1995-96,Sestao,'Bilbao Athletic',5,3,
1995-96,Lleida,Eibar,3,0,
1995-96,Villarreal,Alaves,0,1,
1995-96,Osasuna,'Barcelona Atletic',4,2,
1995-96,Logrones,Leganes,3,1,
1995-96,Getafe,Castilla,1,2,
1995-96,Mallorca,Lleida,0,0,
1995-96,'Bilbao Athletic',Toledo,1,3,
1995-96,Alaves,Almeria,1,0,
1995-96,Badajoz,Sestao,0,1,
1995-96,Extremadura,Villarreal,1,0,
1995-96,'Barcelona Atletic',Ecija,4,1,
1995-96,Hercules,Osasuna,1,0,
1995-96,Eibar,'Atletico Marbella',1,0,
1995-96,Leganes,Alaves,1,1,
1995-96,Ecija,Hercules,1,0,
1995-96,Castilla,Logrones,1,3,
1995-96,Sestao,Eibar,0,0,
1995-96,Lleida,'Barcelona Atletic',2,1,
1995-96,Almeria,Extremadura,1,1,
1995-96,'Atletico Marbella',Mallorca,1,4,
1995-96,Osasuna,Getafe,1,0,
1995-96,Toledo,Badajoz,2,3,
1995-96,Villarreal,'Bilbao Athletic',3,0,
1995-96,Osasuna,Castilla,0,1,
1995-96,'Barcelona Atletic','Atletico Marbella',3,2,
1995-96,Getafe,Ecija,0,0,
1995-96,Hercules,Lleida,1,1,
1995-96,'Bilbao Athletic',Almeria,4,1,
1995-96,Alaves,Logrones,3,1,
1995-96,Badajoz,Villarreal,2,0,
1995-96,Extremadura,Leganes,0,1,
1995-96,Mallorca,Sestao,2,1,
1995-96,Eibar,Toledo,1,1,
1995-96,Leganes,'Bilbao Athletic',0,0,
1995-96,Sestao,'Barcelona Atletic',0,0,
1995-96,Villarreal,Eibar,1,0,
1995-96,Almeria,Badajoz,0,1,
1995-96,'Atletico Marbella',Hercules,1,2,
1995-96,Logrones,Extremadura,1,0,
1995-96,Toledo,Mallorca,0,4,
1995-96,Ecija,Osasuna,0,1,
1995-96,Castilla,Alaves,2,1,
1995-96,Lleida,Getafe,1,0,
1995-96,Osasuna,Lleida,1,1,
1995-96,Getafe,'Atletico Marbella',2,1,
1995-96,Hercules,Sestao,1,0,
1995-96,'Bilbao Athletic',Logrones,1,1,
1995-96,Badajoz,Leganes,0,1,
1995-96,Extremadura,Alaves,1,0,
1995-96,Ecija,Castilla,0,4,
1995-96,'Barcelona Atletic',Toledo,0,1,
1995-96,Mallorca,Villarreal,1,1,
1995-96,Eibar,Almeria,0,1,
1995-96,Leganes,Eibar,1,0,
1995-96,Sestao,Getafe,0,0,
1995-96,Villarreal,'Barcelona Atletic',0,0,
1995-96,Almeria,Mallorca,0,0,
1995-96,'Atletico Marbella',Osasuna,0,1,
1995-96,Alaves,'Bilbao Athletic',2,2,
1995-96,Logrones,Badajoz,1,1,
1995-96,Toledo,Hercules,0,0,
1995-96,Castilla,Extremadura,2,2,
1995-96,Lleida,Ecija,4,0,
1995-96,'Barcelona Atletic',Almeria,1,0,
1995-96,Hercules,Villarreal,2,1,
1995-96,Eibar,Logrones,1,0,
1995-96,Lleida,Castilla,0,3,
1995-96,'Bilbao Athletic',Extremadura,1,0,
1995-96,Osasuna,Sestao,0,2,
1995-96,Badajoz,Alaves,0,0,
1995-96,Ecija,'Atletico Marbella',1,0,
1995-96,Getafe,Toledo,0,2,
1995-96,Mallorca,Leganes,1,1,
1995-96,Almeria,Hercules,0,0,
1995-96,Alaves,Eibar,1,1,
1995-96,Leganes,'Barcelona Atletic',3,1,
1995-96,Sestao,Ecija,0,1,
1995-96,'Atletico Marbella',Lleida,0,0,
1995-96,Logrones,Mallorca,2,2,
1995-96,Toledo,Osasuna,0,1,
1995-96,Extremadura,Badajoz,3,1,
1995-96,Castilla,'Bilbao Athletic',1,2,
1995-96,Villarreal,Getafe,0,0,
1995-96,Osasuna,Villarreal,0,0,
1995-96,'Barcelona Atletic',Logrones,1,3,
1995-96,Hercules,Leganes,2,2,
1995-96,'Atletico Marbella',Castilla,0,1,
1995-96,Badajoz,'Bilbao Athletic',1,0,
1995-96,Ecija,Toledo,0,0,
1995-96,Getafe,Almeria,2,2,
1995-96,Mallorca,Alaves,2,1,
1995-96,Eibar,Extremadura,1,0,
1995-96,Lleida,Sestao,1,0,
1995-96,Alaves,'Barcelona Atletic',2,0,
1995-96,Leganes,Getafe,1,3,
1995-96,Sestao,'Atletico Marbella',0,0,
1995-96,Villarreal,Ecija,1,0,
1995-96,Almeria,Osasuna,4,3,
1995-96,'Bilbao Athletic',Eibar,0,0,
1995-96,Logrones,Hercules,0,0,
1995-96,Toledo,Lleida,1,0,
1995-96,Extremadura,Mallorca,1,2,
1995-96,Castilla,Badajoz,1,0,
1995-96,Ecija,Almeria,2,0,
1995-96,'Barcelona Atletic',Extremadura,0,1,
1995-96,Sestao,Castilla,3,0,
1995-96,Lleida,Villarreal,1,0,
1995-96,'Atletico Marbella',Toledo,0,1,
1995-96,Osasuna,Leganes,0,1,
1995-96,Getafe,Logrones,0,2,
1995-96,Hercules,Alaves,6,2,
1995-96,Mallorca,'Bilbao Athletic',2,0,
1995-96,Eibar,Badajoz,0,0,
1995-96,'Bilbao Athletic','Barcelona Atletic',0,2,
1995-96,Extremadura,Hercules,1,1,
1995-96,Castilla,Eibar,0,0,
1995-96,Almeria,Lleida,0,0,
1995-96,Alaves,Getafe,1,0,
1995-96,Badajoz,Mallorca,0,1,
1995-96,Leganes,Ecija,3,1,
1995-96,Logrones,Osasuna,3,2,
1995-96,Toledo,Sestao,4,1,
1995-96,Villarreal,'Atletico Marbella',0,0,
1995-96,'Atletico Marbella',Almeria,1,1,
1995-96,Osasuna,Alaves,1,2,
1995-96,Toledo,Castilla,2,2,
1995-96,'Barcelona Atletic',Badajoz,1,5,
1995-96,Sestao,Villarreal,2,2,
1995-96,Ecija,Logrones,3,2,
1995-96,Getafe,Extremadura,1,0,
1995-96,Hercules,'Bilbao Athletic',2,0,
1995-96,Mallorca,Eibar,1,1,
1995-96,Lleida,Leganes,4,1,
1995-96,Badajoz,Hercules,0,1,
1995-96,Leganes,'Atletico Marbella',1,1,
1995-96,Extremadura,Osasuna,2,1,
1995-96,Eibar,'Barcelona Atletic',3,1,
1995-96,Almeria,Sestao,2,2,
1995-96,'Bilbao Athletic',Getafe,3,2,
1995-96,Alaves,Ecija,1,3,
1995-96,Logrones,Lleida,3,1,
1995-96,Castilla,Mallorca,0,3,
1995-96,Villarreal,Toledo,0,2,
1995-96,'Barcelona Atletic',Mallorca,0,1,
1995-96,Getafe,Badajoz,0,3,
1995-96,Hercules,Eibar,0,1,
1995-96,'Atletico Marbella',Logrones,1,4,
1995-96,Osasuna,'Bilbao Athletic',2,0,
1995-96,Toledo,Almeria,4,0,
1995-96,Ecija,Extremadura,3,2,
1995-96,Sestao,Leganes,2,0,
1995-96,Lleida,Alaves,0,3,
1995-96,Villarreal,Castilla,1,1,
1995-96,'Bilbao Athletic',Ecija,0,0,
1995-96,Badajoz,Osasuna,2,1,
1995-96,Extremadura,Lleida,4,0,
1995-96,'Barcelona Atletic',Castilla,1,3,
1995-96,Almeria,Villarreal,0,0,
1995-96,Alaves,'Atletico Marbella',4,1,
1995-96,Leganes,Toledo,0,0,
1995-96,Logrones,Sestao,1,0,
1995-96,Mallorca,Hercules,2,0,
1995-96,Eibar,Getafe,1,1,
1995-96,Osasuna,Eibar,1,0,
1995-96,'Atletico Marbella',Extremadura,0,2,
1995-96,Toledo,Logrones,1,2,
1995-96,Ecija,Badajoz,0,2,
1995-96,Getafe,Mallorca,0,1,
1995-96,Hercules,'Barcelona Atletic',3,1,
1995-96,Castilla,Almeria,1,1,
1995-96,Sestao,Alaves,0,0,
1995-96,Lleida,'Bilbao Athletic',1,0,
1995-96,Villarreal,Leganes,0,1,
1996-97,Deportivo,'Real Madrid',1,1,
1996-97,'Atletico de Madrid','Celta de Vigo',2,0,
1996-97,Betis,'Atletico de Bilbao',3,0,
1996-97,Hercules,Extremadura,2,1,
1996-97,Santander,Valencia,3,2,
1996-97,'Real Sociedad',Sevilla,1,0,
1996-97,'Rayo Vallecano',Valladolid,1,2,
1996-97,Oviedo,Barcelona,2,4,
1996-97,Tenerife,Compostela,6,0,
1996-97,Zaragoza,Logrones,2,2,
1996-97,Espanol,'Sporting de Gijon',2,3,
1996-97,Barcelona,Espanol,2,1,
1996-97,Compostela,'Atletico de Madrid',3,1,
1996-97,Logrones,Tenerife,0,1,
1996-97,Valencia,'Real Sociedad',0,1,
1996-97,'Atletico de Bilbao','Rayo Vallecano',3,2,
1996-97,'Celta de Vigo',Deportivo,1,1,
1996-97,'Sporting de Gijon',Santander,0,1,
1996-97,'Real Madrid',Hercules,3,0,
1996-97,Sevilla,Zaragoza,1,2,
1996-97,Valladolid,Oviedo,0,1,
1996-97,Extremadura,Betis,0,3,
1996-97,Zaragoza,Valencia,1,1,
1996-97,'Atletico de Madrid',Deportivo,0,2,
1996-97,Compostela,Logrones,1,2,
1996-97,Espanol,Valladolid,1,0,
1996-97,Hercules,'Celta de Vigo',0,2,
1996-97,Santander,Barcelona,1,1,
1996-97,'Real Sociedad','Sporting de Gijon',1,1,
1996-97,'Rayo Vallecano',Extremadura,3,0,
1996-97,Oviedo,'Atletico de Bilbao',2,0,
1996-97,Tenerife,Sevilla,0,2,
1996-97,Betis,'Real Madrid',1,1,
1996-97,'Atletico de Bilbao',Espanol,2,2,
1996-97,Logrones,'Atletico de Madrid',0,3,
1996-97,Valencia,Tenerife,2,1,
