Unnamed: 0,Home_Team,Away_team,Home_score,Away_score,Season,Result
7433,Olympique de Marseille r?erve,OGC Nice r?erve,1,1,1986-1987,draw
88755,EA Guingamp,AS Monaco FC,1,1,2003-2004,draw
43461,FC Girondins de Bordeaux,RC Lens,1,0,1980-1981,win
102953,'Rayo Vallecano',Algeciras,1,0,2003-04,win
8247,Valencia,Logrones,1,0,1986-87,win
61580,SO Pont-de-Ch?uy,FC Cournon,1,1,1982-1983,draw
116951,Angers SCO r?erve,Saint-Nazaire AF,1,0,1975-1976,win
88549,Xerez,'Barcelona Atletic',1,1,1987-88,draw
45770,USL Dunkerque,Stade rennais FC,1,0,1988-1989,win
53690,Zaragoza,Valladolid,2,0,1977-78,win
121137,SC Draguignan,AS Monaco FC r?erve,2,1,1963-1964,win
64880,Badajoz,Lleida,0,0,1999-00,draw
4477,Stade rennais FC,Stade Malherbe Caen,1,1,2011-2012,draw
32793,Montpellier HSC r?erve,US Albi,2,0,1981-1982,win
83015,Valencia,Betis,2,0,2008-09,win
106029,SAS Epinal,Etoile sportive fr?usienne,1,0,1994-1995,win
19960,Oviedo,'Gimnastic de Tarragona',1,0,2001-02,win
62701,US Thionville-Lusitanos,AAJ blois football,1,0,1980-1981,win
38499,N?es Olympique r?erve,GFC Ajaccio,2,1,1974-1975,win
114841,Granada,'Sporting de Gijon',1,0,1970-71,win
78627,Bourg-en-Bresse 01,Marignane Gignac FC,1,0,2018-2019,win
88151,Valencia,Sevilla,2,0,2009-10,win
3464,RC Lens,Montpellier HSC,1,0,2002-2003,win
63586,Le Puy Foot 43 Auvergne,Limoges Football,1,0,1984-1985,win
69114,Athl?ic Club arl?ien,AS Monaco FC,1,1,1976-1977,draw
93101,FC Schalke 04,SC Freiburg,1,0,2012,win
116533,Quimper Kerfeunteun FC,Stade brestois 29,1,1,1972-1973,draw
117297,Toulouse FC r?erve,P?igueux Foot,3,0,1982-1983,win
42193,Oviedo,Betis,1,0,1975-76,win
84535,FC Mulhouse,Olympique de Marseille,1,1,1994-1995,draw
7572,Le Havre AC,CS Sedan,1,1,1959-1960,draw
111878,Toulouse FC,Chamois niortais FC,1,0,1996-1997,win
63162,VfL Wolfsburg,RB Leipzig,0,0,2016,draw
105430,FC Sochaux-Montb?iard r?erve,Paris FC,0,0,1990-1991,draw
98514,'Celta de Vigo',Valencia,1,1,2006-07,draw
94610,RC Lens r?erve,SCO Roubaix,1,0,1984-1985,win
86145,AS Poissy,FC Melun,1,0,1983-1984,win
21832,Stade briochin,Stade lavallois MFC r?erve,1,1,1982-1983,draw
105840,AS B?iers,US Cr?eil-Lusitanos,1,1,2016-2017,draw
4281,FC Girondins de Bordeaux,Stade de Reims,1,0,1977-1978,win
38602,LOSC Lille,Tours FC,2,0,1977-1978,win
27137,AS B?iers,Angers SCO,1,1,1957-1958,draw
78282,Barcelona,'Atletico de Madrid',2,1,2009-10,win
48571,UES Montmorillon,La Roche VF,1,1,1982-1983,draw
29060,AS Beauvais Oise,Dijon FCO,1,1,1995-1996,draw
80817,'Sporting de Gijon','Real Madrid',1,1,1994-95,draw
94561,Amiens SC,AS Troyes Sainte-Savine,1,0,1970-1971,win
60492,Zaragoza,Valencia,1,1,2000-01,draw
82680,Le Havre AC,Stade rennais FC,1,1,1950-1951,draw
40393,ROP Constantine,GS Orl?nsville,1,1,1961-1962,draw
86332,CS Bl?od,Pierrots Vauban,0,1,1983-1984,lose
18973,Paris Saint-Germain,AS Monaco FC,1,1,2000-2001,draw
93139,OGC Nice,N?es Olympique,2,0,1979-1980,win
20189,Olympique Saint-Quentin,Valenciennes Fc r?erve,1,1,1979-1980,draw
101486,Red Star FC,FC Rouen 1899,2,1,1955-1956,win
55185,ASM Omnisports,La Combelle CAB,2,0,1969-1970,win
92120,'Barcelona Atletic',Castilla,1,1,1984-85,draw
66607,FC Sochaux-Montb?iard,Le Havre AC,1,0,2021-2022,win
110800,Stade Malherbe Caen,USL Dunkerque,1,1,1963-1964,draw
107934,Stade brestois 29,Louhans-Cuiseaux FC,1,0,2003-2004,win
83396,Oviedo,'Real Madrid',1,1,1994-95,draw
110074,Olympique Thonon Chablais,FC Libourne,1,0,1983-1984,win
74442,FC Girondins de Bordeaux,OGC Nice,2,1,1952-1953,win
23443,Quimper Kerfeunteun FC,EA Guingamp,1,1,1980-1981,draw
83661,Stade lavallois MFC,N?es Olympique,1,1,1980-1981,draw
93189,'Atletico Madrileno',Castilla,1,1,1980-81,draw
117568,ES Arques,US Maubeuge,1,0,1988-1989,win
87291,FC S?e 34,Louhans-Cuiseaux FC,1,0,1993-1994,win
78518,'CD Malaga','Getafe Deportivo',1,0,1980-81,win
43389,Olympique Lyonnais r?erve,AS Poissy,1,0,1971-1972,win
36510,Cadiz,Zaragoza,1,0,1983-84,win
37281,Betis,Compostela,1,1,1997-98,draw
110338,Werder Bremen,TSG 1899 Hoffenheim,0,1,2015,lose
120178,LOSC Lille,Olympique Lyonnais,1,1,2007-2008,draw
79739,Villarreal,'Real Sociedad',1,1,2015-16,draw
111393,Quimper Kerfeunteun FC,UES Montmorillon,1,0,1980-1981,win
20330,Barakaldo,Ourense,1,0,1974-75,win
3251,Canet Roussillon FC,Grenoble Foot 38,1,0,1991-1992,win
90287,Wolfsburg,Borussia Dortmund,1,1,2015/2016,draw
46513,Montpellier HSC,LOSC Lille,1,1,2013-2014,draw
27350,Grenoble Foot 38,FC S?e 34,1,1,1955-1956,draw
116394,Bayer Leverkusen,Hannover 96,2,0,2008,win
95956,Hercules,'Recreativo de Huelva',1,0,1986-87,win
107045,LOSC Lille r?erve,USF F?amp,1,0,1984-1985,win
21894,Angoul?e Charente FC,FC Rouen 1899,1,0,1969-1970,win
46498,Sabadell,Mirandes,1,0,2013-14,win
10578,CS Sedan,OGC Nice,1,1,1973-1974,draw
117774,Sarreguemines FC,FC Sochaux-Montb?iard r?erve,0,1,1989-1990,lose
30749,Sporting Club de Bastia,SO Cholet,3,0,2020-2021,win
66105,SA Thiers,RC Vichy,2,0,1962-1963,win
87210,FC Sochaux-Montb?iard,OGC Nice,2,1,1955-1956,win
60166,Olympique d'Al? en C?ennes,Rodez Aveyron Football,1,1,1988-1989,draw
80305,US Albi,US Caz?es,2,0,1960-1961,win
12106,Burgos,'AD Ceuta',1,0,1980-81,win
50602,'Sporting de Gijon',Levante,1,0,2002-03,win
111138,Mirandes,Sabadell,1,1,2012-13,draw
29383,OGC Nice r?erve,Sporting Club de Bastia,2,0,1972-1973,win
31257,Zaragoza,'Rayo Vallecano',1,1,2011-12,draw
85888,FC Bourges,CS Sedan,1,0,1996-1997,win
64886,Eibar,'Atletico de Bilbao',1,1,2014-15,draw
106237,Arminia Bielefeld,Bayer Leverkusen,0,0,2006,draw
74521,Olympique Lyonnais,AC Avignonnais,1,0,1975-1976,win
10294,Le Puy Foot 43 Auvergne,Stade Clermontois,2,1,1980-1981,win
3715,Le Havre AC,FC Nantes,0,1,1987-1988,lose
19689,Sabadell,Hercules,1,1,2012-13,draw
76600,FCM Aubervilliers,FC Plessis-Tr?ise / Villecresnes,1,0,1991-1992,win
85272, ESTAC Troyes,N?es Olympique,1,1,2016-2017,draw
101511,VS Chartres football,SO Cholet,1,1,1960-1961,draw
104717,AS Cherbourg,Stade l?nard Kreisker,1,1,1991-1992,draw
117537,Stade montois,US Caz?es,2,0,1967-1968,win
11614,AS Saint-Eug?e,USSC T?ouchent,1,0,1961-1962,win
69929,Cordoba,'Bilbao Athletic',1,0,2015-16,win
24609,'Rayo Vallecano',Albacete,1,0,2017-18,win
104546,Olympique de Marseille,Stade de Reims,1,1,1953-1954,draw
34394,SC Abbeville,Stade Malherbe Caen,1,1,1968-1969,draw
109402,AS Saint-Seurin,FC Mulhouse,1,0,1991-1992,win
36093,EA Guingamp,N?es Olympique,1,1,2009-2010,draw
25521,Espanol,Zaragoza,1,1,2001-02,draw
10016,Chaumont FC,Union montilienne sportive,2,0,1972-1973,win
73269,Granada,'Sporting de Gijon',1,0,2017-18,win
124,Barcelona,Tenerife,2,1,1995-96,win
56262,SO Cholet,FC Villefranche Beaujolais,1,1,2022-2023,draw
45573,Palamos,Eibar,1,0,1991-92,win
12400,Olympique Lyonnais,La Roche VF,2,0,1983-1984,win
44692,Murcia,'CD Malaga',1,0,1981-82,win
4731,AS Nancy-Lorraine,OGC Nice,1,0,1981-1982,win
71393,AS Nancy-Lorraine,AS B?iers,1,0,2018-2019,win
57519,FC Metz,Olympique de Marseille,1,0,1992-1993,win
43616,Aigle sportif des Brosses,Stade rapha?ois,1,0,1992-1993,win
104475,Angers SCO r?erve,FC Nantes r?erve,1,1,1988-1989,draw
49217,Mallorca,Zaragoza,1,0,2000-01,win
99097,VfL Wolfsburg,VfL Bochum,1,1,2006,draw
21732,Red Star FC,FC Rouen 1899,1,1,2012-2013,draw
7980,AC Ajaccio,LB Ch?eauroux,1,0,2020-2021,win
94994,Olympique Lyonnais,OGC Nice,1,0,2011-2012,win
92541,Betis,'CD Malaga',1,0,1979-80,win
8940,A.S. Gien Football,AS Troyes Sainte-Savine r?erve,1,1,1973-1974,draw
89976,Chaumont FC,FC Metz r?erve,1,0,1980-1981,win
7329,AC Ajaccio,US Lusitanos Saint-Maur,1,0,1997-1998,win
6137,US Albi,FC S?e 34,1,0,1969-1970,win
4546,Bayer Leverkusen,FC Schalke 04,1,1,2010,draw
92408,Louhans-Cuiseaux FC,AS Beauvais Oise,1,0,2003-2004,win
10629,Olympique d'Al? en C?ennes,AS Aix-en-Provence,2,0,1955-1956,win
79494,Le Mans FC,AS Saint-Etienne,1,0,1997-1998,win
75425,USL Dunkerque,Stade brestois 29,1,0,1978-1979,win
108979,Red Star FC,FC Chambly Oise,2,0,2014-2015,win
41820,Huesca,Alcorcon,1,0,2017-18,win
53207,Mallorca,Osasuna,1,0,2003-04,win
96548,Amiens SC,ES Viry-Ch?illon,1,0,1983-1984,win
111400,FC Energie Cottbus,VfL Wolfsburg,1,0,2008,win
110244,EA Guingamp r?erve,ES La Rochelle,1,0,1989-1990,win
6168,Villarreal,Zaragoza,1,1,2009-10,draw
14954,Stade Clermontois,AJ Auxerre r?erve,0,1,1980-1981,lose
27800,USM Senlis,RC Lens r?erve,0,1,1979-1980,lose
104440,ESA Brive,Thouars Foot 79,1,0,1986-1987,win
23034,FC Nantes r?erve,US Le Mans,3,0,1976-1977,win
120502,FC Lorient,Valenciennes FC,1,0,1974-1975,win
67231,Barcelona,Celta Vigo,3,0,2014/2015,win
56241,Barcelona,Cádiz,1,1,2020/2021,draw
92880,Valenciennes FC,FC Metz,1,0,1969-1970,win
81258,Stade Malherbe Caen,LB Ch?eauroux,1,1,1977-1978,draw
4671,Sevilla,Malaga,1,0,2016-17,win
58383,'Las Palmas',Cordoba,1,0,2008-09,win
80615,Association sportive Cannes,US Cr?eil-Lusitanos,1,0,1992-1993,win
78599,Espanol,'Las Palmas',1,0,1973-74,win
22122,US Eclaron,SC Abbeville,1,0,1971-1972,win
35088,Paris Saint-Germain r?erve,Le Touquet AC,1,1,1978-1979,draw
45949,AC Avignonnais,SC Toulon,1,0,1970-1971,win
26826,Castellon,'Celta de Vigo',1,1,2008-09,draw
7401,'Recreativo de Huelva',Numancia,1,1,2011-12,draw
33038,Olympique de Marseille r?erve,FC S?e 34,1,0,1991-1992,win
15639,AS Poissy,ES Juvisy,1,0,1975-1976,win
104813,VfB Stuttgart,1. FC Nürnberg,0,0,2018,draw
104127,CO Roubaix-Tourcoing,FC Nancy,2,1,1953-1954,win
119679,Red Star FC,SC Toulon,1,0,1952-1953,win
74075,VfL Bochum,FC Schalke 04,1,1,2006,draw
67808,Numancia,'Rayo Vallecano',1,1,1998-99,draw
83676,Villarreal,Osasuna,1,0,2016-17,win
77383,Chamois niortais FC,Stade Poitevin FC,1,0,1976-1977,win
74372,GFC Ajaccio,SR Haguenau,1,0,1977-1978,win
40159,Almeria,Mallorca,1,1,2008-09,draw
72554,Olympique de Marseille,Stade rennais FC,1,0,1990-1991,win
114292,FC Girondins de Bordeaux,SO Ch?ellerault,2,0,1977-1978,win
20424,USL Dunkerque,Olympique d'Al? en C?ennes,1,0,1995-1996,win
42633,FC Antibes,CA Digne,1,0,1982-1983,win
931,Hercules,'Sporting de Gijon',1,0,2013-14,win
50458,Cadiz,Osasuna,1,0,1986-87,win
19891,Almeria,'Barcelona Atletic',1,1,2012-13,draw
52413,Albacete,Tenerife,1,1,2006-07,draw
6789,Zaragoza,Betis,1,1,1972-73,draw
69275,FC Sochaux-Montb?iard r?erve,FC Mulhouse r?erve,1,1,1984-1985,draw
120184,FCO Strasbourg Koenigshoffen,RC Strasbourg Alsace r?erve,0,1,1972-1973,lose
18962,'Atletico de Madrid',Valladolid,1,0,1997-98,win
82536,Olympique de Marseille,Sporting Club de Bastia,2,0,1971-1972,win
10912,Olympique Lyonnais r?erve,FC Montceau Bourgogne,2,0,1978-1979,win
109202,FC Mulhouse,FC Montceau Bourgogne,1,0,1967-1968,win
36267,SC toulon r?erve,USJOA Valence,0,0,1989-1990,draw
50151,Tenerife,Mallorca,1,0,1973-74,win
81668,Montpellier HSC,Racing Besan?n,2,1,1955-1956,win
57087,Toulouse FC,AC Ajaccio,1,1,1973-1974,draw
108832,Granada,Betis,1,1,2012-13,draw
66286,Tenerife,Castilla,1,0,2013-14,win
59284,AC Avignonnais,SC Toulon,1,0,1971-1972,win
58213,FCM Aubervilliers,Olympique Noisy-le-Sec,1,0,1994-1995,win
97987,Stade brestois 29,US Avranches,1,0,1990-1991,win
102531,Alaves,Terrassa,1,1,2003-04,draw
83289,Lu?n VF,EFC Fr?us Saint-Rapha?,1,1,2013-2014,draw
100245,Olympique Thonon Chablais,Olympique d'Al? en C?ennes,1,1,1979-1980,draw
67161,Cadiz,Cordoba,1,0,1975-76,win
68489,FC Istres,RC Lens,1,1,2012-2013,draw
85829,LOSC Lille r?erve,CA Lisieux,1,0,1987-1988,win
55336,Tr?issac FC,FC Balagne,1,0,1996-1997,win
23320,'Real Sociedad','Atletico de Madrid',1,1,1991-92,draw
25093,LB Ch?eauroux,Toulouse Fontaines Club,2,0,1989-1990,win
51359,'Sporting de Gijon',Espanol,1,0,1971-72,win
40727,'Atletico de Bilbao',Mallorca,1,0,1983-84,win
54237,Hannover 96,Borussia Dortmund,0,0,2018,draw
16726,SC Toulon,FC Mulhouse,2,1,1973-1974,win
72644,Murcia,Ponferradina,1,1,2012-13,draw
42523,N?es Olympique,Le Havre AC,1,0,1961-1962,win
87979,Jura Dolois Football,FC Cournon,2,0,1983-1984,win
105002,Ponferradina,'Las Palmas',1,1,2014-15,draw
10412,Cadiz,Toledo,1,0,1993-94,win
19065,Paris Saint-Germain r?erve,USF F?amp,2,0,1985-1986,win
101806,AS Mulhouse,FC Gueugnon,1,0,1967-1968,win
86649,US Messeix,US Orl?ns,1,0,1976-1977,win
77314,US Colomiers,USL Dunkerque,1,1,2014-2015,draw
108569,'Palencia CF',Elche,1,0,1979-80,win
64373,RC Strasbourg Alsace,Tours FC,2,0,1982-1983,win
106336,US Annemasse Ambilly Gaillard,FC Bourges,1,1,1988-1989,draw
120357,Rapid Omnisports Menton,AS Mazargues-Marseille,2,1,1975-1976,win
74156,Alcorcon,Mirandes,1,0,2012-13,win
7202,Valenciennes Fc r?erve,FC Dieppe,2,0,1980-1981,win
74101,Lyon-La Duch?e,US Avranches,0,1,2017-2018,lose
105261,Stade brestois 29,AS Monaco FC,1,1,1987-1988,draw
49571,FC Lorient,USL Dunkerque,1,0,1995-1996,win
64429,'CD Malaga',Murcia,1,0,1981-82,win
20835,'Celta de Vigo',Albacete,1,0,1990-91,win
79252,Racing Club de France,Dijon FCO,1,1,2000-2001,draw
48562,AS Baume-les-Dames,Racing Club de France r?erve,1,1,1989-1990,draw
49063,'Real Madrid',Santander,2,0,1977-78,win
24031,FC Nantes,Association sportive Cannes,1,0,1989-1990,win
96118,AS B?iers,Angers SCO,1,1,1950-1951,draw
94162,Olympique Noisy-le-Sec,ESTAC Troyes,0,0,1992-1993,draw
81487,Zaragoza,Betis,1,0,1974-75,win
61504,ASCA Wittelsheim,SO Merlebach,1,1,1960-1961,draw
12261,AS Nancy-Lorraine,Le Mans FC,1,0,2009-2010,win
71735,OGC Nice,Louhans-Cuiseaux FC,1,0,1997-1998,win
97242,AS Cherbourg,GFC Ajaccio,1,0,2004-2005,win
114930,'Rayo Vallecano',Logrones,1,0,1972-73,win
103504,Stade rennais FC,Olympique de Marseille,1,0,1967-1968,win
64933,ES La Rochelle,La Roche VF r?erve,1,0,1991-1992,win
25222,RC Deportivo La Coruña,Barcelona,0,2,2014/2015,lose
65324,AS Aix-en-Provence,AS B?iers,1,1,1962-1963,draw
84754,Arras Football Association,AFC Creil,2,0,1975-1976,win
74104,Barcelona,Espanol,2,0,1975-76,win
75340,FC Gueugnon,N?es Olympique,1,0,1989-1990,win
71754,TSG 1899 Hoffenheim,FC Schalke 04,1,1,2010,draw
99814,Goa,Jamshedpur,1,1,2021/2022,draw
21153,Levante,Valencia,1,1,2010-11,draw
34663,Angers SCO,Calais RUFC,1,1,1981-1982,draw
111199,CA Lisieux,Racing Club de France r?erve,0,1,1983-1984,lose
72295,FC Bayern München,Arminia Bielefeld,2,1,2005,win
88874,Pierrots Vauban,CS Sedan,1,0,1988-1989,win
32160,Montpellier HSC,Racing Besan?n,1,0,1967-1968,win
46046,Burgos,'Rayo Vallecano',1,0,1974-75,win
50598,Angoul?e Charente FC,ES La Rochelle,1,0,1991-1992,win
29852,Zaragoza,Lleida,1,0,1993-94,win
45570,Zaragoza,Sevilla,1,0,1990-91,win
42992,Chamois niortais FC,Grenoble Foot 38,1,1,2022-2023,draw
109715,SC Toulon,AS Nancy-Lorraine,1,1,1967-1968,draw
30401,Hannover 96,1. FC Köln,1,1,2010,draw
76331,Ingolstadt,FSV Mainz 05,1,1,2015/2016,draw
20780,ESA Brive,UES Montmorillon,2,0,1973-1974,win
54254,Thouars Foot 79,Valenciennes FC,1,0,1995-1996,win
89359,Clermont Foot 63,AS Monaco FC,1,1,2012-2013,draw
26601,AS Beauvais Oise,Le Mans FC,1,0,1988-1989,win
80148,Tenerife,Villarreal,1,0,1971-72,win
94283,AS Beauvais Oise,LOSC Lille,1,1,1997-1998,draw
43582,Paris FC,Amiens SC,1,0,2014-2015,win
119524,Osasuna,'Gimnastic de Tarragona',1,0,1975-76,win
121056,Olympique Saint-Quentin,ES Arques,2,1,1988-1989,win
41817,Olympique de Marseille,AS Aix-en-Provence,1,1,1964-1965,draw
103658,CA Bastia,Pau FC,1,1,2016-2017,draw
71935,FC Metz,N?es Olympique,1,0,1979-1980,win
90911,'Sant Andreu','Gimnastic de Tarragona',1,0,1972-73,win
46693,AJ Auxerre,SAS Epinal,1,0,1978-1979,win
80244,AS Nancy-Lorraine,AS Saint-Etienne,1,0,2007-2008,win
34273,FC Rouen 1899,Racing Besan?n,2,0,1976-1977,win
89786,1. FSV Mainz 05,1. FC Nürnberg,1,1,2012,draw
91980,Sevilla,Valladolid,1,0,1980-81,win
24190,Angers SCO,Stade rennais FC,1,1,1973-1974,draw
23395,'Gimnastic de Tarragona','Barcelona Atletic',1,0,1974-75,win
25314,FC Lorient,FC Bourges,1,0,1972-1973,win
97544,FC Metz,Stade rennais FC,1,0,1971-1972,win
44581,Sporting Club de Bastia,Racing Club de France,1,0,1984-1985,win
37192,FC Mulhouse,SO Merlebach,2,0,1970-1971,win
5045,La Roche VF,Le Havre AC,1,1,1990-1991,draw
36519,AC Avignonnais,FC S?e 34,1,0,1976-1977,win
55283,Manchester United,AFC Bournemouth,1,0,2015/2016,win
100415,VS Chartres football,FC Melun,1,1,1976-1977,draw
60549,AS B?iers,AS Aix-en-Provence,1,0,1964-1965,win
102841,AS B?iers,Racing Besan?n,1,0,1963-1964,win
90405,Xerez,'Poli Ejido',1,0,2006-07,win
81242,AJ Auxerre r?erve,INF Vichy,1,0,1985-1986,win
17807,Dijon FCO,LB Ch?eauroux,1,0,2005-2006,win
81141,Paris Saint-Germain r?erve,Clermont Foot 63,2,0,1987-1988,win
38796,Association sportive Cannes,Toulouse FC,1,1,1972-1973,draw
22821,Le Havre AC r?erve,SC Hazebrouck,2,0,1984-1985,win
89075,AS Beauvais Oise,Tours FC,1,0,1986-1987,win
93461,'Real Sociedad',Logrones,1,0,1994-95,win
67023,Castellon,'Real Madrid',1,1,1972-73,draw
13807,Angoul?e Charente FC,Toulouse FC r?erve,1,0,1989-1990,win
81243,Poir?sur-Vie VF,Red Star FC,1,1,2011-2012,draw
56965,FC Sochaux-Montb?iard,SC Toulon,1,0,1964-1965,win
75373,Olympique de Marseille,Montpellier HSC,2,0,2016-2017,win
17667,LOSC Lille,AS Nancy-Lorraine,1,0,1997-1998,win
8427,RC Strasbourg Alsace,AS Saint-Etienne,1,1,1980-1981,draw
75819,US Revin,CS Sedan r?erve,1,1,1975-1976,draw
85387,FC Metz r?erve,SAS Epinal,1,0,1972-1973,win
88995,Lleida,Palamos,1,0,1990-91,win
95424,AS Aix-en-Provence,AS B?iers,1,0,1970-1971,win
50222,Oviedo,'Atletico de Madrid',1,1,1992-93,draw
8594,GC Gond-Pontouvre,FC Challans,2,0,1966-1967,win
44924,US Lusitanos Saint-Maur,Angers SCO,1,0,1996-1997,win
47758,AC Mouzon,Calais RUFC,1,1,1972-1973,draw
30098,SC Hazebrouck,Stade brestois 29,1,1,1973-1974,draw
86369,Tenerife,'Celta de Vigo',1,0,1993-94,win
30093,FC S?e 34,SC Toulon,1,0,1971-1972,win
98399,ES Viry-Ch?illon,Angers SCO r?erve,1,1,1981-1982,draw
13939,La Roche VF,Chamois niortais FC,1,1,1972-1973,draw
3154,Paris Saint-Germain,Stade lavallois MFC,1,1,1978-1979,draw
67789,Olympique de Marseille r?erve,N?es Olympique r?erve,1,0,1972-1973,win
111573,Red Star FC,Association sportive Cannes,2,1,1958-1959,win
71382,GFC Ajaccio,Grenoble Foot 38,1,0,1968-1969,win
69581,LB Ch?eauroux,Lyon-La Duch?e,1,0,1993-1994,win
33297,FC Sochaux-Montb?iard,FC S?e 34,2,0,1951-1952,win
93117,AS Saint-Etienne,Olympique de Marseille,1,1,2019-2020,draw
21131,Stade Clermontois,FC Gueugnon r?erve,1,1,1977-1978,draw
64360,Toulouse FC,AJ Auxerre,1,1,2011-2012,draw
25364,Chaumont FC,Association sportive Cannes,2,0,1977-1978,win
59554,N?es Olympique,Sporting Club de Bastia,1,0,1980-1981,win
25072,FC S?e 34,US Boulogne CO,1,0,2001-2002,win
93325,Montpellier HSC,Paris Saint-Germain,1,1,2013-2014,draw
102968,Cordoba,Cadiz,1,1,2016-17,draw
102525,OGC Nice,LOSC Lille,1,0,2004-2005,win
54729,Sabadell,Cadiz,1,0,1978-79,win
46396,Zaragoza,'Poli Ejido',1,0,2002-03,win
82914,AC cambr?ien,FC Dieppe,1,0,1968-1969,win
69588,FC Melun,CO Saint-Dizier,1,0,1985-1986,win
4004,'Barcelona Atletic','Las Palmas',2,1,2011-12,win
104855,Le Havre AC,USL Dunkerque,1,1,1964-1965,draw
63628,US Noeux-les-Mines,RC Lens r?erve,1,1,1978-1979,draw
92536,Elche,'CD Malaga',1,0,1978-79,win
91558,Chamois niortais FC,LB Ch?eauroux,1,0,2002-2003,win
13455,Cordoba,Burgos,1,0,1981-82,win
63552,Elche,Salamanca,1,0,2010-11,win
89104,Racing Besan?n,Chaumont FC,1,1,1968-1969,draw
117940,Granada,Santander,1,0,1973-74,win
30797,US Orl?ns,USL Dunkerque,1,0,2022-2023,win
78476,Stade brestois 29,ES Viry-Ch?illon,1,0,1984-1985,win
10229,Santander,Barcelona,0,0,1985-86,draw
67057,'Las Palmas',Sabadell,1,1,1988-89,draw
109187,OGC Nice,RC Lens,1,0,1980-1981,win
118536,'Sevilla Atletico',Mallorca,1,1,2016-17,draw
20442,'Sporting de Gijon',Alcorcon,1,0,2014-15,win
75781,'Recreativo de Huelva',Getafe,1,0,2003-04,win
82725,AS Aulnoye,Stade Malherbe Caen,1,1,1968-1969,draw
111245,Valenciennes Fc r?erve,USM Malakoff Omnisports,1,0,1978-1979,win
10069,AS Saint-Etienne,N?es Olympique,1,0,1997-1998,win
60906,FC Gueugnon,Angoul?e Charente FC,1,1,1980-1981,draw
98151,'Sporting de Gijon',Alcorcon,1,1,2013-14,draw
15369,FC Sochaux-Montb?iard,RC Strasbourg Alsace,1,0,1983-1984,win
15429,CS Sedan,Angers SCO,1,1,1964-1965,draw
59475,Santander,Espanol,1,0,1984-85,win
24053,Olympique de Charleville NA,FC Gueugnon,1,1,1994-1995,draw
112311,'Celta de Vigo',Numancia,1,0,2000-01,win
1521,Amiens SC,LOSC Lille,1,1,1969-1970,draw
54424,FC Sochaux-Montb?iard,RC Strasbourg Alsace,1,0,1984-1985,win
29364,Stade rapha?ois,AC Avignonnais,1,0,1985-1986,win
37578,Limoges Football,AS B?iers,1,0,1965-1966,win
61968,RC Strasbourg Alsace,Angers SCO,1,0,1987-1988,win
102843,'Sevilla Atletico',Castellon,1,1,2007-08,draw
56312,EA Guingamp,FC Girondins de Bordeaux,1,0,1996-1997,win
32409,N?es Olympique,Clermont Foot 63,1,0,2008-2009,win
9316,'Atletico de Madrid',Granada,2,0,1970-71,win
94246,CO Saint-Dizier,AS Talange,1,0,1981-1982,win
99625,FC Girondins de Bordeaux,Olympique Lyonnais,1,1,2002-2003,draw
31241,AS Saint-Etienne,Angers SCO,2,1,1959-1960,win
108847,Granada,'Recreativo de Huelva',1,0,1976-77,win
25901,Olympique Lyonnais,Stade rennais FC,1,0,2010-2011,win
108841,FC Valence,N?es Olympique,1,1,1984-1985,draw
107239,Athl?ic Club arl?ien,FC Bourges,1,0,1976-1977,win
107834,AS Cherbourg,FC Rouen 1899,1,1,2012-2013,draw
87760,AS Nancy-Lorraine,FC Lorient,1,1,2016-2017,draw
11616,Olympique d'Al? en C?ennes,Sporting Club de Bastia,1,0,1993-1994,win
46195,'Atletico de Bilbao',Valencia,1,0,1970-71,win
93833,AS Monaco FC,Le Havre AC,1,0,2011-2012,win
46790,Stade brestois 29,RCP Fontainebleau,1,0,1975-1976,win
76978,'Palencia CF',Cadiz,1,0,1982-83,win
85159,Rodez AF,Valenciennes FC,1,0,2020-2021,win
117488,N?es Olympique,AS Monaco FC,1,1,2020-2021,draw
120641,'Rayo Vallecano',Valencia,1,1,2013-14,draw
52885,Barcelona,Sevilla,1,0,1996-97,win
45342,AS Monaco FC r?erve,Louhans-Cuiseaux FC,1,0,1963-1964,win
62308,SCO Roubaix,Evry FC,1,0,1993-1994,win
73762,ASM Belfort,Chaumont FC,1,1,1965-1966,draw
47125,LOSC Lille r?erve,Olympique Saint-Quentin,1,0,1980-1981,win
87557,Stade brestois 29,Paris FC r?erve,1,1,1980-1981,draw
17540,Red Star FC,Amiens SC,1,0,1996-1997,win
18691,Le Havre AC,CO Roubaix-Tourcoing,1,0,1952-1953,win
94231,GFC Ajaccio,SC Toulon,1,0,2005-2006,win
68654,JS Audun-le-Tiche,RC Strasbourg Alsace r?erve,1,1,1966-1967,draw
74286,Red Star FC,USL Dunkerque,1,0,1993-1994,win
79171,RC Lens,Montpellier HSC,2,1,2021-2022,win
119276,1. FC Nürnberg,FC Bayern München,0,0,2009,draw
65925,FC Augsburg,Borussia Mönchengladbach,1,1,2011,draw
10136,GFC Ajaccio,US Cr?eil-Lusitanos,1,0,2014-2015,win
34809,Stade lavallois MFC r?erve,FC Longjumeau,1,0,1983-1984,win
82388,Zaragoza,Logrones,1,0,1989-90,win
70299,'Sporting de Gijon','Calvo Sotelo',2,0,1976-77,win
65257,Besan?n RC,RC Strasbourg Alsace r?erve,1,0,1992-1993,win
